,basin,Q_P,Q_ET,Q_var,Q_D,year
0,11446500,0.6553057968770483,-0.555486820966849,24892.659659819514,-0.5741288958367071,2001
1,11446500,0.8481134568650108,-0.30782042517485886,84951.18106291618,-0.29045397007772783,2002
2,11446500,0.9209450000635258,-0.23223610793080657,112371.9405630774,-0.36702417482297145,2003
3,11446500,0.8346713694536357,-0.4504407391888221,58007.588575031965,-0.6094815389449417,2004
4,11446500,0.913462337482588,-0.1911669109655736,211735.2772627134,-0.26294990999876044,2005
5,11446500,0.9569704794441612,0.07701543368448262,98130.78301066889,0.0715699138166088,2006
6,11446500,0.7750539918362075,-0.4317416801214489,51324.20698494959,-0.6522081016787377,2007
7,11446500,0.8313386248583269,-0.4194848066064731,74322.76956817243,-0.5778655894427088,2008
8,11446500,0.8622107646930238,-0.3116142376577327,112059.01014108854,-0.41085478022500993,2009
9,11446500,0.9235330632410842,-0.17122814281938703,224725.07574711414,-0.22769562005905913,2010
10,11446500,0.9519964344130184,-0.1367972116932623,47694.859604508994,-0.1985184045422297,2011
11,11446500,0.842757414682293,-0.110034153099103,159782.3198779483,-0.21969866925445256,2012
12,11446500,0.5726497497554699,-0.4834225775843814,3797.495926944253,-0.75479190552651,2013
13,11446500,0.7434465498224571,-0.39526514671087754,73644.54827246023,-0.6072736842255234,2014
14,11446500,0.5787134656351797,-0.4060688841301154,39963.55251538991,-0.6689386545353357,2015
15,11446500,0.9242025220444574,0.006161020299492675,176709.13719836596,-0.16210980417500237,2016
16,11446500,0.9679033574294784,-0.0032866953564754785,194691.25417832733,-0.07618169213799458,2017
17,11446500,0.8755905237532603,-0.006741113533328181,50939.439472260616,-0.002146650269585884,2018
18,11446500,0.8699024288890509,-0.2219355972497194,137297.29632529907,-0.14974148896718723,2019
19,11446500,0.863901864946367,-0.04478639896044173,18445.266682400295,-0.06292342487802204,2020
20,11446500,0.7048725890501268,-0.484265793512395,120653.02481848508,-0.588405052655658,2021
21,11446500,0.8000396242425328,-0.5154622482135027,86362.52163321397,-0.7436450164824325,2022
22,11446500,0.9750147754970337,-0.33216441576118044,105356.70761415982,-0.6158128290987953,2023
23,11335000,0.5607700167694647,-0.24812343055866487,4108.511754975962,-0.16748220661433763,2001
24,11335000,0.8848091036705266,0.2866029790347696,25953.624512601327,0.16298617551575462,2002
25,11335000,0.9449907692856206,0.38973384533572164,39045.6989141395,-0.04167579238680546,2003
26,11335000,0.8723308274620707,0.1274618840945165,16018.081674134459,-0.23840003140472077,2004
27,11335000,0.9172096797846324,0.128288894514548,109859.07929063436,-0.058858668222607,2005
28,11335000,0.9859344494101053,0.6341171911875637,51601.9242751179,0.6064360370046354,2006
29,11335000,0.6114631896838877,-0.06980014936556878,7218.566483893045,-0.493196863141371,2007
30,11335000,0.7690261641317719,0.08581883104662627,9910.628399741054,-0.5244352894194433,2008
31,11335000,0.8480757436311174,0.2351515744091302,32193.524690384893,-0.3601550583404652,2009
32,11335000,0.9096056663552331,0.263618059198539,131075.00241100747,-0.23092227504774157,2010
33,11335000,0.9645453982373563,0.3298358583166964,32293.885741051035,-0.07548611247470186,2011
34,11335000,0.8371237014224593,0.40941100620169446,43352.19932550499,0.1517776913190624,2012
35,11335000,0.724581187302693,0.25637424195623254,734.6567804185332,-0.444378394086967,2013
36,11335000,0.62934203681223,0.19283524558265727,6390.593145880383,-0.4315940078086587,2014
37,11335000,0.4652569278286411,-0.006645400340628011,7330.67269020173,-0.6346310085743705,2015
38,11335000,0.9231190239380239,0.6379970514617839,88366.85936185502,0.41489990449199027,2016
39,11335000,0.9850734411742156,0.752784134610603,136754.1503908586,0.5139652684713565,2017
40,11335000,0.8581097354839634,0.5480770732494764,21211.65448559415,0.4998066951330737,2018
41,11335000,0.9474263690551488,0.5717174699158828,66806.51409953901,0.6027103052391116,2019
42,11335000,0.8825869355138355,0.6190830670384561,7706.191609254811,0.46330422288478984,2020
43,11335000,0.6287315371397121,0.03195730081942553,28049.578728434622,-0.4768717235085254,2021
44,11335000,0.8906262168904994,-0.4589728216537683,54261.53197196112,-0.8379208277947431,2022
45,11335000,0.978376261982883,-0.2645573671508026,95492.4845391486,-0.6858936472709348,2023
46,11192500,0.6262938067652677,-0.4287303638861091,13951.345371534204,-0.4864676315117402,2001
47,11192500,0.7016551042710818,-0.2550026317578184,55169.69967846335,-0.5005822350378174,2002
48,11192500,0.7629981856169653,-0.27150844854786615,39694.242644936785,-0.46914843211193574,2003
49,11192500,0.6864683269780973,-0.33081105031855845,29504.52550979264,-0.5470942470775118,2004
50,11192500,0.7936001060681386,-0.26109572847715834,77122.1640611035,-0.5571055537913805,2005
51,11192500,0.8687055628129899,-0.17920542045335203,74366.2951095551,-0.4221486229817062,2006
52,11192500,0.4234882022040178,-0.45523314344085997,11688.938385942907,-0.42751699018590333,2007
53,11192500,0.535033790022809,-0.47155089475947987,32000.55191719595,-0.5165600632017067,2008
54,11192500,0.5337273717301246,-0.4686062950167386,34462.77872245967,-0.43771534579838167,2009
55,11192500,0.7406000587199605,-0.24584347540756693,149632.08506989034,-0.6084310500156308,2010
56,11192500,0.8735899811420716,-0.10150919577700927,29521.253765570284,-0.4072723564559261,2011
57,11192500,0.4712606458375283,-0.4396403084349602,23128.896221121166,-0.38191848611009926,2012
58,11192500,0.4731668447843798,-0.373008066315616,269.02529702105824,-0.388943065872732,2013
59,11192500,0.5035562309725504,-0.36493106829896443,8010.956197100665,-0.3658728182206636,2014
60,11192500,0.5682035431867407,-0.3940164926360984,9864.2510588814,-0.41197972766319263,2015
61,11192500,0.44955743442987456,0.07160779883529304,12416.21483270299,-0.386017094200269,2016
62,11192500,0.6250472658352632,0.12629794796617802,113091.4351811536,-0.4727567713392485,2017
63,11192500,0.45243848754162425,0.052827152996254165,1415.2608306026855,-0.1739918479067226,2018
64,11192500,0.6933792614150897,0.06099003255302889,43386.891724314926,-0.45731077096071426,2019
65,11192500,0.4945736002639011,-0.35405114111382363,2494.717652883676,-0.34940155797640554,2020
66,11192500,0.37296651955204174,-0.3415590589403977,10832.272149130142,-0.33978417287512924,2021
67,11192500,0.516980820461941,-0.4513279562765915,8441.248779996908,-0.39317418173229235,2022
68,11192500,0.77742022023353,-0.0684001791946455,209545.8171756536,-0.518528773856436,2023
69,11270900,0.6172035362699462,-0.8499680618056334,38303.234356748064,-0.8440944499464107,2001
70,11270900,0.7988315793945189,-0.7439303186265019,102062.25648273596,-0.8051698418047505,2002
71,11270900,0.8738623904281106,-0.6297013471060042,93144.14011767806,-0.7385902197021794,2003
