,basin,Q_P,Q_ET,Q_var,Q_D,year
192,CSN,0.8480308937380338,0.23591230827122409,32208.035924954766,-0.3601732107934103,2009
193,CSN,0.9096822678953582,0.26513948448043867,131272.92977705706,-0.22953654139548307,2010
194,CSN,0.9646083157989523,0.33152166505001207,32367.41610661262,-0.07416754747581764,2011
195,CSN,0.8373949507014469,0.4106771756655969,43429.01356541561,0.15298979553671363,2012
196,CSN,0.7247857738759609,0.25728318158881053,735.0371348897542,-0.44335484612856885,2013
197,CSN,0.629617798329532,0.1936462862244481,6400.428791695998,-0.43153251365218104,2014
198,CSN,0.4657221585570914,-0.005587848776266295,7344.137566940717,-0.6337587895213238,2015
199,CSN,0.9233059205337462,0.6389530552277386,88528.99467882141,0.41492556202431535,2016
200,CSN,0.9850927392958011,0.7535494163582543,137135.68703835332,0.5154474038196618,2017
201,CSN,0.8583422476256541,0.549037113070875,21241.422551559528,0.5008984036574784,2018
202,CSN,0.9474956186111694,0.5727910741352631,66919.05575529336,0.6036260215477114,2019
203,CSN,0.8826461150733543,0.6195857650441252,7712.701366533696,0.46372510356957974,2020
204,CSN,0.628950246758522,0.03316646538894229,28073.32406894177,-0.47578089970084964,2021
205,CSN,0.8907592765456889,-0.4574316489825755,54324.922640245815,-0.8374866718152015,2022
206,CSN,0.9784076359434414,-0.26291957364942753,95719.05556473264,-0.6851676747432085,2023
207,MKM,0.5465506916810839,-0.926265124090511,30004.821974508865,-0.9088842727197599,2001
208,MKM,0.8095522227396027,-0.7964020212233917,73298.01319961346,-0.8442626045125561,2002
209,MKM,0.8737746260572413,-0.7622997026834931,83235.55201394898,-0.8856732935492336,2003
210,MKM,0.8919117494915105,-0.842128083841767,65736.78807886849,-0.9049216419813344,2004
211,MKM,0.8433621290230663,-0.7630663916575252,135577.45279661418,-0.7625570982914862,2005
212,MKM,0.9331468971078369,-0.5314436716517418,41172.57726685335,-0.5360733232342869,2006
213,MKM,0.6644482184763071,-0.8776505777236165,32012.426409617517,-0.9402467818235145,2007
214,MKM,0.6788323572652959,-0.8776457433638089,70442.16613345682,-0.9328578346186961,2008
215,MKM,0.8369956871434197,-0.840957478356899,102285.45200616874,-0.866897005061982,2009
216,MKM,0.9140095603290377,-0.6744365984129709,147994.53011863824,-0.7412341874818608,2010
217,MKM,0.934303411569649,-0.6165136083301023,29180.149431677233,-0.7252578778119382,2011
218,MKM,0.5591547040703905,-0.7665739918960595,97749.3398199627,-0.8516995204771248,2012
219,MKM,0.5408337200305532,-0.8571201568617688,2703.7589512004847,-0.9328771849012429,2013
220,MKM,0.6614214970388381,-0.8768573258177748,65822.7664008396,-0.9240504289674059,2014
221,MKM,0.6926894855381648,-0.8443217880437257,58548.51672837184,-0.9104389224844056,2015
