,ET,P,SWE,wy,sumP,P_adj,D
2000-10-31,44.9483819778974,134.42923676740233,0.0,2001,134.42923676740233,134.42923676740233,0.0
2000-11-30,16.48149334088977,47.293260378793214,-1.7664130242434963,2001,181.72249714619554,49.05967340303671,0.0
2000-12-31,17.468381977897415,46.56016650255409,-0.7801097150946733,2001,228.28266364874963,47.340276217648764,0.0
2001-01-31,17.435072258430143,125.17554652995064,23.644841620952032,2001,353.45821017870026,101.5307049089986,0.0
2001-02-28,25.825811844715215,165.02125306451262,26.544293045478664,2001,518.4794632432129,138.47696001903395,0.0
2001-03-31,55.62543496741286,75.05115664404799,-50.34390373385239,2001,593.5306198872609,125.39506037790039,0.0
2001-04-30,50.32537262680644,124.18754317653561,-0.2178021589099274,2001,717.7181630637965,124.40534533544555,0.0
2001-05-31,96.93796259563612,3.882098576379942,0.0,2001,721.6002616401764,3.882098576379942,93.05586401925618
2001-06-30,84.74619155568148,2.8770890405747878,0.0,2001,724.4773506807512,2.8770890405747878,174.92496653436285
2001-07-31,82.49969113063189,0.22231843564823908,0.0,2001,724.6996691163995,0.22231843564823908,257.20233922934653
2001-08-31,74.86961745536976,0.0,0.0,2001,724.6996691163995,0.0,332.07195668471627
2001-09-30,64.70589118730517,11.795575781537126,0.0,2001,736.4952448979366,11.795575781537126,384.98227209048434
2001-10-31,37.22967979597619,26.285236854227882,0.0,2002,26.285236854227882,26.285236854227882,395.92671503223266
2001-11-30,24.44231510342873,168.66273422044117,12.159334631038753,2002,194.94797107466906,156.50339958940242,263.865630546259
2001-12-31,12.533683763105689,271.84866380419845,40.54234648734735,2002,466.7966348788675,231.3063173168511,45.092996992513605
2002-01-31,13.60582601303485,107.09076970690992,-0.018899309856657,2002,573.8874045857774,107.10966901676659,0.0
2002-02-28,34.31316236894303,98.46831417438119,-32.32783578127764,2002,672.3557187601587,130.79614995565885,0.0
2002-03-31,51.60508926041369,165.32806497626441,-5.362626083878954,2002,837.683783736423,170.69069106014337,0.0
2002-04-30,49.03286200056672,43.22562155521239,-12.514422226154661,2002,880.9094052916354,55.74004378136705,0.0
2002-05-31,86.06301785208272,53.311933298148425,-2.477897717218191,2002,934.2213385897838,55.789831015366616,30.273186836716107
2002-06-30,97.23222725984692,0.0,0.0,2002,934.2213385897838,0.0,127.50541409656303
2002-07-31,83.56520260697084,0.5894999074040272,0.0,2002,934.8108384971879,0.5894999074040272,210.48111679612984
2002-08-31,75.37286483423065,0.0,0.0,2002,934.8108384971879,0.0,285.8539816303605
2002-09-30,60.1236440918107,0.47957935755560793,0.0,2002,935.2904178547435,0.47957935755560793,345.4980463646156
2002-10-31,29.53489373760272,0.0004538698316033861,0.0,2003,0.0004538698316033861,0.0004538698316033861,375.03248623238676
