,ET
2000-10-31,25.847978049810045
2000-11-30,8.137053609117771
2000-12-31,9.076217813423385
2001-01-31,7.095989869143098
2001-02-28,16.517880962431406
2001-03-31,32.22714225411566
2001-04-30,35.44074292950612
2001-05-31,43.09164204305614
2001-06-30,35.395390460109745
2001-07-31,45.73068805403123
2001-08-31,35.03284086112283
2001-09-30,27.211321232587593
2001-10-31,14.85606585056986
2001-11-30,15.857990713381174
2001-12-31,4.7066610384128325
2002-01-31,5.970265934993668
2002-02-28,16.942997045166734
2002-03-31,35.76531869987336
2002-04-30,21.23378640776699
2002-05-31,35.23831996623048
2002-06-30,40.021705360911774
2002-07-31,39.57119459687632
2002-08-31,34.64564795272266
2002-09-30,24.57945968763191
2002-10-31,11.96404390037991
2002-11-30,18.06260869565217
2002-12-31,6.104964119881806
2003-01-31,9.24295483326298
2003-02-28,15.133693541578722
2003-03-31,30.64009286618826
2003-04-30,32.247530603630224
2003-05-31,57.84850991979737
2003-06-30,35.02828197551709
2003-07-31,40.581114394259174
2003-08-31,53.659003799071336
2003-09-30,31.403241874208533
2003-10-31,14.132739552553819
2003-11-30,10.097762769100887
2003-12-31,4.269691853102574
2004-01-31,5.4324018573237645
2004-02-29,12.782237230899113
2004-03-31,30.27382017728999
2004-04-30,26.763039257070496
2004-05-31,20.33907133811735
2004-06-30,37.45659772055719
2004-07-31,44.979586323343185
2004-08-31,32.93173490924441
2004-09-30,24.49570282819755
2004-10-31,18.78289573659772
2004-11-30,8.360295483326299
2004-12-31,5.65279864921908
2005-01-31,5.609463908822287
2005-02-28,17.105116082735332
2005-03-31,32.23960320810468
2005-04-30,32.15407344871253
2005-05-31,75.01476572393415
2005-06-30,37.09523849725622
2005-07-31,42.042152807091604
2005-08-31,38.72836639932461
2005-09-30,26.46317433516252
2005-10-31,17.07161671591389
2005-11-30,19.8384888138455
2005-12-31,5.15981426762347
2006-01-31,5.327083157450401
2006-02-28,11.105538201772902
2006-03-31,25.4547741663149
2006-04-30,34.98719290840016
2006-05-31,37.96245673279866
2006-06-30,41.50637399746728
2006-07-31,47.978092021950175
2006-08-31,37.294140987758546
2006-09-30,24.40345293372731
2006-10-31,17.764069227522164
2006-11-30,16.366137610806245
2006-12-31,7.539721401435204
2007-01-31,10.70233009708738
2007-02-28,17.649354157872516
2007-03-31,27.805208948923593
2007-04-30,28.3821528070916
2007-05-31,34.97023216547066
2007-06-30,35.148121570282825
2007-07-31,39.13019839594766
2007-08-31,33.99826931194597
2007-09-30,27.171498522583363
2007-10-31,21.038311523849725
2007-11-30,20.466568172224566
2007-12-31,8.871574504010132
2008-01-31,7.307876741241029
2008-02-29,17.59514563106796
2008-03-31,28.950375685943435
2008-04-30,24.71928239763614
2008-05-31,23.84177289995779
2008-06-30,50.84428872942169
2008-07-31,44.081924862811306
2008-08-31,37.657180244829036
2008-09-30,26.11331363444491
2008-10-31,23.79528915154073
2008-11-30,12.59102574926129
2008-12-31,7.935517095821021
2009-01-31,7.783039257070494
2009-02-28,14.817070493879278
2009-03-31,26.96900802026171
2009-04-30,25.15520472773322
2009-05-31,48.010122414520886
2009-06-30,65.98801181933305
2009-07-31,44.58642465175179
2009-08-31,37.75842971718025
2009-09-30,29.261283241874207
2009-10-31,30.89493457154918
2009-11-30,19.778370620514984
2009-12-31,6.89747572815534
2010-01-31,6.246500633178557
2010-02-28,14.69980582524272
2010-03-31,28.70504854368932
2010-04-30,32.72096243140565
2010-05-31,45.95218235542424
2010-06-30,47.901620937104255
2010-07-31,45.401004643309406
2010-08-31,38.090637399746726
2010-09-30,29.717501055297596
2010-10-31,25.434850147741667
2010-11-30,15.356040523427605
2010-12-31,4.034309835373575
2011-01-31,6.189573659772055
2011-02-28,12.306154495567752
2011-03-31,26.48139299282397
2011-04-30,29.440219501899534
2011-05-31,31.018750527648795
2011-06-30,60.69116926973405
2011-07-31,41.53481637821865
2011-08-31,39.37749261291684
2011-09-30,33.32452511608273
2011-10-31,30.411920641620938
2011-11-30,13.52756437315323
2011-12-31,14.280768256648376
2012-01-31,13.465757703672434
2012-02-29,22.307403967918955
2012-03-31,30.83368509919797
2012-04-30,52.23727311101731
2012-05-31,25.043849725622625
2012-06-30,40.518370620514986
2012-07-31,39.83886027859857
2012-08-31,37.124263402279446
2012-09-30,26.678539468130012
2012-10-31,24.204238075137184
2012-11-30,8.54535246939637
2012-12-31,5.751127057830308
2013-01-31,7.8896074292950615
2013-02-28,17.849987336428875
2013-03-31,29.242313212325875
2013-04-30,34.00239763613339
2013-05-31,36.73093288307303
2013-06-30,42.019181089067125
2013-07-31,43.12976783452934
2013-08-31,37.468138455044325
2013-09-30,27.99138877163361
2013-10-31,16.652199240185727
2013-11-30,16.424229632756443
2013-12-31,9.178142676234698
2014-01-31,14.582929506120724
2014-02-28,20.900287040945546
2014-03-31,33.5655213170114
2014-04-30,34.804685521317005
2014-05-31,40.798438159560995
2014-06-30,37.85219079780498
2014-07-31,40.266635711270574
2014-08-31,38.4178471929084
2014-09-30,33.993617560151954
2014-10-31,19.080439003799068
2014-11-30,19.23225833685099
2014-12-31,7.029379485014774
2015-01-31,14.665344027015621
2015-02-28,29.944027015618406
2015-03-31,34.45301815111861
2015-04-30,31.284997889404803
2015-05-31,51.123452933727314
2015-06-30,49.87890249050231
2015-07-31,44.02490502321655
2015-08-31,37.354233853946816
2015-09-30,24.460574081891092
2015-10-31,20.197669902912622
2015-11-30,13.226433094132545
2015-12-31,5.300329252849304
2016-01-31,8.766424651751795
2016-02-29,21.211414098775855
2016-03-31,39.57134655972984
2016-04-30,61.641452089489235
2016-05-31,65.93710426340228
2016-06-30,114.2020092866188
2016-07-31,60.94240607851413
2016-08-31,48.16113127902068
2016-09-30,37.31665681722246
2016-10-31,30.922034613761078
2016-11-30,13.532165470662724
