,ET
2008-05-31,27.42940079577171
2008-06-30,58.65439515410654
2008-07-31,52.380801710315325
2008-08-31,45.49962824395748
2008-09-30,32.158489221450196
2008-10-31,27.408268899578356
2008-11-30,15.083769820060573
2008-12-31,9.781920541599858
2009-01-31,9.577946433873745
2009-02-28,16.514477106716548
2009-03-31,29.891946077558046
2009-04-30,26.402209157313376
2009-05-31,52.67709008848506
2009-06-30,71.09982778074708
2009-07-31,52.59051012530434
2009-08-31,44.90684244907655
2009-09-30,35.5750864065562
2009-10-31,32.891748916206424
2009-11-30,22.27743690242888
2009-12-31,8.199337252805986
2010-01-31,7.674398717263496
2010-02-28,16.87952491240572
2010-03-31,32.148963715184976
2010-04-30,34.975231308272456
2010-05-31,48.61783716372706
2010-06-30,54.11164083377873
2010-07-31,53.727256963002546
2010-08-31,45.541630738167356
2010-09-30,35.72026367361481
2010-10-31,27.738055704020418
2010-11-30,17.32550864065562
2010-12-31,4.926444563216343
2011-01-31,7.871792861808895
2011-02-28,14.226640536848977
2011-03-31,29.016421402696114
2011-04-30,30.82729378229111
2011-05-31,33.24764653482984
2011-06-30,65.66407506383989
2011-07-31,50.035089969713155
2011-08-31,47.82224597660193
2011-09-30,39.0810950769048
2011-10-31,33.07054338143594
2011-11-30,15.488031355781219
2011-12-31,16.273465170140746
2012-01-31,15.421096264623786
2012-02-29,24.136706455252686
2012-03-31,33.22860027317536
2012-04-30,55.17272997208859
2012-05-31,30.24660846843636
2012-06-30,48.50391115861986
2012-07-31,48.03262901597481
2012-08-31,45.44429954272818
2012-09-30,33.45097927430369
2012-10-31,28.16113070847437
2012-11-30,9.792130174000832
2012-12-31,6.948882950293961
2013-01-31,9.228229704851833
2013-02-28,20.391643209216696
2013-03-31,32.049409109804614
2013-04-30,37.07564582219847
2013-05-31,43.06704673674208
2013-06-30,49.775426094186095
2013-07-31,51.15660074826296
2013-08-31,44.77566126254527
2013-09-30,33.87401627175011
2013-10-31,19.68567254587564
2013-11-30,18.636356078151906
2013-12-31,11.056756339450086
2014-01-31,17.168530197755207
2014-02-28,22.749531444860143
2014-03-31,36.235819229170374
2014-04-30,37.78560722133143
2014-05-31,46.8037579428707
2014-06-30,45.73058732703843
2014-07-31,48.28630203693807
2014-08-31,45.298153096977245
2014-09-30,40.21006948156065
2014-10-31,22.551291644396933
2014-11-30,21.618172100481022
2014-12-31,8.250603955104223
2015-01-31,16.824443256725463
2015-02-28,32.167910208444674
2015-03-31,38.529675158857415
2015-04-30,34.56503117762338
2015-05-31,55.97217887047925
2015-06-30,58.185816259872894
2015-07-31,51.66015084031119
2015-08-31,44.73786329354475
2015-09-30,30.33693212185996
2015-10-31,23.181960924045367
2015-11-30,14.425540709068233
2015-12-31,6.375295445097689
2016-01-31,10.102761446641725
2016-02-29,24.088385296038958
2016-03-31,42.51078567610903
2016-04-30,63.6166708236831
2016-05-31,67.36456559178097
2016-06-30,112.82091810677592
2016-07-31,65.39293307203513
2016-08-31,52.291575509234505
2016-09-30,39.71275253874932
2016-10-31,33.24124710493497
2016-11-30,14.895264564404062
2016-12-31,8.125252093354712
2017-01-31,9.72894352396223
2017-02-28,18.00930696597185
2017-03-31,38.73474196805036
2017-04-30,40.73679434645762
2017-05-31,83.65506740305241
2017-06-30,87.52794821545221
2017-07-31,86.73378704198583
2017-08-31,84.96088366292533
2017-09-30,71.53056594809667
2017-10-31,29.078116277688693
2017-11-30,23.18561909852129
2017-12-31,14.077833600570102
2018-01-31,13.778680444206906
2018-02-28,21.618210107488565
2018-03-31,33.431980521408626
2018-04-30,49.23900469148999
2018-05-31,93.51587623968169
2018-06-30,94.46285883959854
2018-07-31,90.5129615772908
2018-08-31,82.57205772314269
2018-09-30,35.74797078211295
2018-10-31,25.30323178336006
2018-11-30,15.398923926598965
2018-12-31,7.559289744046559
2019-01-31,10.08370744459628
2019-02-28,12.749227021567348
2019-03-31,29.745208246687653
2019-04-30,47.95875230229932
2019-05-31,74.23471451488324
2019-06-30,112.91427009684512
2019-07-31,56.023955795852885
2019-08-31,47.956271166300276
2019-09-30,34.64271879270393
2019-10-31,17.84185372229814
2019-11-30,15.014732339136117
2019-12-31,7.627073851821044
2020-01-31,9.148514757408394
2020-02-29,28.245477759961982
2020-03-31,32.33980165092938
2020-04-30,73.8983217530732
2020-05-31,52.032543500207844
2020-06-30,76.78469742858839
2020-07-31,64.91114199180473
2020-08-31,59.14612981768512
2020-09-30,33.67789061108141
2020-10-31,20.582186590652647
2020-11-30,12.197370390165686
2020-12-31,9.360636617376326
2021-01-31,12.93710077795593
2021-02-28,20.779371696656565
2021-03-31,39.125468258210105
2021-04-30,40.71832769166814
2021-05-31,57.9840085515767
2021-06-30,56.27658174475918
2021-07-31,58.57148761802956
2021-08-31,49.25125720054635
2021-09-30,33.02574262129579
2021-10-31,17.824754439099703
2021-11-30,23.435719460775573
2021-12-31,6.94182314864303
2022-01-31,7.6789263020369365
2022-02-28,11.832830928202387
2022-03-31,48.13465882772134
2022-04-30,48.426115565057316
2022-05-31,56.62044064374368
2022-06-30,48.219832531623
2022-07-31,49.91456499792148
2022-08-31,48.32036106657164
2022-09-30,33.006995664825695
2022-10-31,14.392864184333986
2022-11-30,11.087451748916205
2022-12-31,5.636467723736564
2023-01-31,6.488589583704495
2023-02-28,12.70161886097749
2023-03-31,23.82234574499673
2023-04-30,29.85918403705684
2023-05-31,31.920779143654606
2023-06-30,44.70327216580556
2023-07-31,47.047672664647536
2023-08-31,52.860193598194655
2023-09-30,36.09512203812577
2023-10-31,17.311279767207076
