,ET,P,SWE,wy,sumP,P_adj,D
2000-10-31,25.847978049810045,97.20710975046222,21.17152795338405,2001,97.20710975046222,76.03558179707818,0.0
2000-11-30,8.137053609117771,35.44176374640372,-2.5135594127547876,2001,132.64887349686595,37.95532315915851,0.0
2000-12-31,9.076217813423385,32.29728227530398,115.82945438556399,2001,164.94615577216993,32.29728227530398,0.0
2001-01-31,7.095989869143098,168.17410433098613,238.06942634135385,2001,333.12026010315606,168.17410433098613,0.0
2001-02-28,16.517880962431406,207.67612034815988,195.75933766208772,2001,540.7963804513159,11.916782686072168,4.601098276359238
2001-03-31,32.22714225411566,93.45730813163125,40.65359736232119,2001,634.2536885829472,52.80371076931006,0.0
2001-04-30,35.44074292950612,125.6129205215322,74.57746977003808,2001,759.8666091044794,51.035450751494125,0.0
2001-05-31,43.09164204305614,2.268204866734101,-114.22267748116576,2001,762.1348139712135,116.49088234789986,0.0
2001-06-30,35.395390460109745,0.0,-107.0499442131781,2001,762.1348139712135,107.0499442131781,0.0
2001-07-31,45.73068805403123,45.98475138094698,-121.6265270684118,2001,808.1195653521605,167.6112784493588,0.0
2001-08-31,35.03284086112283,3.1167716003363806,-119.71284927260857,2001,811.2363369524969,122.82962087294494,0.0
2001-09-30,27.211321232587593,16.106692715639408,-75.70952977067088,2001,827.3430296681363,91.8162224863103,0.0
2001-10-31,14.85606585056986,39.11365796504505,-43.32948698637175,2002,39.11365796504505,82.4431449514168,0.0
2001-11-30,15.857990713381174,200.94503899337315,112.37117481064992,2002,240.05869695841818,88.57386418272323,0.0
2001-12-31,4.7066610384128325,330.4110526853355,141.68637994375877,2002,570.4697496437536,188.72467274157674,0.0
2002-01-31,5.970265934993668,80.3631571897958,-199.79564794775186,2002,650.8329068335495,280.1588051375477,0.0
2002-02-28,16.942997045166734,71.25292122663514,2.8991277900301213,2002,722.0858280601847,68.35379343660502,0.0
2002-03-31,35.76531869987336,131.92462446419327,38.186911612397466,2002,854.0104525243779,93.7377128517958,0.0
2002-04-30,21.23378640776699,57.86120321480362,-4.428470658318304,2002,911.8716557391815,62.28967387312193,0.0
2002-05-31,35.23831996623048,57.7676546387917,-34.47576224988421,2002,969.6393103779733,92.24341688867591,0.0
2002-06-30,40.021705360911774,2.64928552254811,-66.5466215017106,2002,972.2885959005214,69.19590702425872,0.0
2002-07-31,39.57119459687632,2.7084971358690932,-68.99056619343233,2002,974.9970930363904,71.69906332930142,0.0
2002-08-31,34.64564795272266,0.2404860659822521,-20.630105871480914,2002,975.2375791023727,20.870591937463168,13.775056015259494
2002-09-30,24.57945968763191,19.740651655931977,-4.4396585349066795,2002,994.9782307583047,24.180310190838657,14.174205512052747
2002-10-31,11.96404390037991,6.232357661533334,-1.4298177715730072,2003,6.232357661533334,7.662175433106341,18.476073979326316
2002-11-30,18.06260869565217,209.8244243474456,2.6290390065179956,2003,216.05678200897896,207.19538534092763,0.0
2002-12-31,6.104964119881806,378.41417212362444,148.73380889706777,2003,594.4709541326034,229.68036322655666,0.0
2003-01-31,9.24295483326298,36.46965445288379,-2.20581241032545,2003,630.9406085854872,38.67546686320924,0.0
2003-02-28,15.133693541578722,84.01408610586526,24.96785801097758,2003,714.9546946913524,59.04622809488768,0.0
2003-03-31,30.64009286618826,101.63773824697006,40.95617750797152,2003,816.5924329383225,60.68156073899854,0.0
2003-04-30,32.247530603630224,258.9603890613687,91.53337237558833,2003,1075.5528219996913,167.42701668578036,0.0
2003-05-31,57.84850991979737,59.34567205136351,-31.528049230332442,2003,1134.8984940510547,90.87372128169595,0.0
2003-06-30,35.02828197551709,1.7225107794034977,-90.69604450256747,2003,1136.6210048304583,92.41855528197097,0.0
2003-07-31,40.581114394259174,18.343683077309088,-99.14611221521504,2003,1154.9646879077673,117.48979529252412,0.0
2003-08-31,53.659003799071336,28.04735494903151,-55.20741853998338,2003,1183.0120428567989,83.2547734890149,0.0
2003-09-30,31.403241874208533,14.053133061371554,-21.008166500246624,2003,1197.0651759181703,35.06129956161818,0.0
2003-10-31,14.132739552553819,2.906262301545569,-1.4647922895463452,2004,2.906262301545569,4.371054591091914,9.761684961461905
2003-11-30,10.097762769100887,86.94273676035749,37.751295115751496,2004,89.84899906190306,49.191441644605995,0.0
2003-12-31,4.269691853102574,374.03006259595287,135.6404414685382,2004,463.8790616578559,238.38962112741467,0.0
2004-01-31,5.4324018573237645,108.39854169672037,0.8652740673001347,2004,572.2776033545763,107.53326762942024,0.0
2004-02-29,12.782237230899113,222.3814406633528,162.50030059425487,2004,794.6590440179291,59.88114006909794,0.0
2004-03-31,30.27382017728999,42.16670949201884,-10.942958814561337,2004,836.825753509948,53.109668306580176,0.0
2004-04-30,26.763039257070496,17.020569639364975,-24.194124892499246,2004,853.8463231493129,41.214694531864225,0.0
2004-05-31,20.33907133811735,18.58866396356993,-53.037162050051506,2004,872.4349871128828,71.62582601362143,0.0
2004-06-30,37.45659772055719,4.289227969929142,-84.05154460774486,2004,876.724215082812,88.340772577674,0.0
2004-07-31,44.979586323343185,4.408722729863164,-84.32568041865332,2004,881.1329378126751,88.73440314851648,0.0
2004-08-31,32.93173490924441,5.555880408081155,-49.077163242691405,2004,886.6888182207563,54.633043650772564,0.0
2004-09-30,24.49570282819755,3.3458245470475014,-15.984381207830282,2004,890.0346427678038,19.330205754877785,5.1654970733197665
2004-10-31,18.78289573659772,247.6591002222906,46.22778172300668,2005,247.6591002222906,201.43131849928392,0.0
2004-11-30,8.360295483326299,51.4716469505202,21.802162369896877,2005,299.1307471728108,29.669484580623326,0.0
2004-12-31,5.65279864921908,268.0521543574077,152.05920379847737,2005,567.1829015302185,115.99295055893032,0.0
2005-01-31,5.609463908822287,381.05027282341183,380.4100901803394,2005,948.2331743536304,0.6401826430724213,4.969281265749865
2005-02-28,17.105116082735332,190.18355338523622,105.29476177329502,2005,1138.4167277388665,84.8887916119412,0.0
2005-03-31,32.23960320810468,232.27346076345248,155.96602027487415,2005,1370.690188502319,76.30744048857832,0.0
2005-04-30,32.15407344871253,83.25310769341831,47.79599425780532,2005,1453.9432961957373,35.457113435612996,0.0
2005-05-31,75.01476572393415,168.14407615267024,-9.175570521455256,2005,1622.0873723484076,177.3196466741255,0.0
2005-06-30,37.09523849725622,6.606727916328166,-71.80350721099478,2005,1628.6941002647357,78.41023512732295,0.0
