,P
2000-10-31,79.69473293237851
2000-11-30,53.7445116114438
2000-12-31,55.472777197783124
2001-01-31,91.58339582714355
2001-02-28,159.45012522100507
2001-03-31,70.0487483112592
2001-04-30,135.71102490508346
2001-05-31,14.21481043798965
2001-06-30,3.8728577168780305
2001-07-31,0.0010822942466509906
2001-08-31,1.8635061925736967
2001-09-30,16.730903002389347
2001-10-31,30.305907332689088
2001-11-30,200.53659445745984
2001-12-31,279.1889262591811
2002-01-31,133.33383028406155
2002-02-28,80.02431897094421
2002-03-31,167.1274348993848
2002-04-30,76.5469873480666
2002-05-31,36.140788199598354
2002-06-30,0.0
2002-07-31,11.550144585588031
2002-08-31,4.902219461978522
2002-09-30,0.450226942081924
2002-10-31,3.213942663925247
2002-11-30,189.03145753475198
2002-12-31,312.9841894592132
2003-01-31,115.92641751486761
2003-02-28,55.31078807612011
2003-03-31,101.97229506190577
2003-04-30,262.90456734750035
2003-05-31,63.09552301611389
2003-06-30,6.033528664462881
2003-07-31,7.456793063299317
2003-08-31,59.22278382831677
2003-09-30,18.703840124934093
2003-10-31,2.67148882314154
2003-11-30,89.61686424959328
2003-12-31,319.9689978697056
2004-01-31,117.77724346436766
2004-02-29,233.50022971897647
2004-03-31,41.20607792766314
2004-04-30,38.177264092271756
2004-05-31,33.90140203347527
2004-06-30,7.3605187135444305
2004-07-31,1.5863615556845343
2004-08-31,1.8971795301484942
2004-09-30,8.286611024281031
2004-10-31,162.5592423056129
2004-11-30,67.14706380944003
2004-12-31,185.93455132463032
2005-01-31,292.880001838665
2005-02-28,102.93670256655115
2005-03-31,229.15874692388897
2005-04-30,83.63179301502102
2005-05-31,173.2633428026613
2005-06-30,69.21052821437617
2005-07-31,0.0
2005-08-31,15.569656124733331
2005-09-30,17.377036796246383
2005-10-31,39.56593242845035
2005-11-30,98.1262024192144
2005-12-31,477.2027507981754
2006-01-31,330.97654469173744
2006-02-28,145.70047229186554
2006-03-31,288.13113646852105
2006-04-30,270.76551084447084
2006-05-31,26.976109830518613
2006-06-30,3.504740714432295
2006-07-31,4.569835440476338
2006-08-31,0.0
2006-09-30,4.046177063796883
2006-10-31,11.678236768727288
2006-11-30,138.83851916534346
2006-12-31,117.94616054240008
2007-01-31,51.58174600387154
2007-02-28,256.9289391724546
2007-03-31,50.05676816526493
2007-04-30,84.66176245634692
2007-05-31,28.63723662607093
2007-06-30,13.107581024455309
2007-07-31,0.0
2007-08-31,3.5256084472015305
2007-09-30,37.69899035332505
2007-10-31,62.87103163036621
2007-11-30,36.37712719315602
2007-12-31,125.80368475783197
2008-01-31,297.5592327165484
2008-02-29,180.91799184746873
2008-03-31,46.33061415180006
2008-04-30,15.42042164077188
2008-05-31,41.0423669791281
2008-06-30,0.0
2008-07-31,2.669568602306921
2008-08-31,3.7560499413519577
2008-09-30,0.8779301984779109
2008-10-31,48.51433470956702
2008-11-30,115.4871035074058
2008-12-31,173.01501384934878
2009-01-31,90.0428581713441
2009-02-28,171.52848701762437
2009-03-31,201.80457665498116
2009-04-30,42.351316618503176
2009-05-31,135.6821809611713
2009-06-30,31.455994479971334
2009-07-31,1.328389033851704
2009-08-31,8.66692269888899
2009-09-30,2.2612518489911237
2009-10-31,110.62343517503238
2009-11-30,43.191784399703245
2009-12-31,159.93393256361048
2010-01-31,206.23084736583831
2010-02-28,120.1113655109358
2010-03-31,138.97739709107356
2010-04-30,189.08443144610393
2010-05-31,91.77929932934386
2010-06-30,15.509960400493366
2010-07-31,0.0
2010-08-31,6.709513804561777
2010-09-30,1.5514439097663706
2010-10-31,228.20256213713756
2010-11-30,202.74092901139483
2010-12-31,368.7745358283977
2011-01-31,46.01333428856142
2011-02-28,190.87528257298644
2011-03-31,393.1435298776983
2011-04-30,112.70092649769009
2011-05-31,87.52083321283581
2011-06-30,73.06733707418465
2011-07-31,2.7845237011326813
2011-08-31,2.959755646320352
2011-09-30,10.231040027076167
2011-10-31,72.34146277981803
2011-11-30,46.78189003200008
2011-12-31,2.501326698912052
2012-01-31,177.80652555622657
2012-02-29,50.78986725842863
2012-03-31,273.80054296935884
2012-04-30,134.55890470966136
2012-05-31,6.6066274345664295
2012-06-30,23.30188029662629
2012-07-31,10.028027322821485
2012-08-31,15.322341481349115
2012-09-30,6.281172056745114
2012-10-31,76.42251887523621
2012-11-30,139.64835937956622
2012-12-31,409.8459650738875
2013-01-31,30.08751360733907
2013-02-28,11.934593374295128
2013-03-31,83.04030356086102
2013-04-30,47.9565393538249
2013-05-31,63.825236018459094
2013-06-30,44.49290223728093
2013-07-31,7.891149687350836
