,ET
2000-10-31,46.707618466544645
2000-11-30,19.8547081553793
2000-12-31,25.381736831401263
2001-01-31,25.949416310758597
2001-02-28,33.745438275371164
2001-03-31,61.00305064063454
2001-04-30,58.464771201952416
2001-05-31,115.58083384177344
2001-06-30,103.78495830791134
2001-07-31,102.4818710595892
2001-08-31,85.02491763270288
2001-09-30,64.45230831808013
2001-10-31,35.06577181208054
2001-11-30,33.67059589180395
2001-12-31,21.21482204596299
2002-01-31,20.447947935733175
2002-02-28,35.77225137278828
2002-03-31,62.89649786455156
2002-04-30,53.73590400650803
2002-05-31,95.83435428106569
2002-06-30,103.97107179174293
2002-07-31,90.20308318080131
2002-08-31,76.2963595688428
2002-09-30,57.644596298556046
2002-10-31,27.509928818385198
2002-11-30,34.50302216798861
2002-12-31,20.11322351027049
2003-01-31,25.92836282285947
2003-02-28,33.58220052877771
2003-03-31,63.55060402684563
2003-04-30,56.804083790929425
2003-05-31,101.06707341875129
2003-06-30,104.91937360178972
2003-07-31,97.68338417734392
2003-08-31,96.91738865161685
2003-09-30,68.6727191376856
2003-10-31,34.80029286150092
2003-11-30,22.5397437461867
2003-12-31,18.78452715070165
2004-01-31,19.694577994712226
2004-02-29,28.91275167785235
2004-03-31,67.81979255643685
2004-04-30,78.26669920683345
2004-05-31,58.334464104128536
2004-06-30,88.31580231848687
2004-07-31,84.32457189343094
2004-08-31,70.66521862924549
2004-09-30,55.52598739068537
2004-10-31,37.46933496034167
2004-11-30,21.4064836282286
2004-12-31,22.405629448850924
2005-01-31,22.371738865161685
2005-02-28,40.22164734594265
2005-03-31,61.67150701647346
2005-04-30,56.95614399023795
2005-05-31,107.5690543014033
2005-06-30,98.38358348586536
2005-07-31,100.35050640634535
2005-08-31,87.33383770591826
2005-09-30,63.18470612161887
2005-10-31,36.90217612365264
2005-11-30,35.64314826113484
2005-12-31,23.327118161480577
2006-01-31,24.877526947325613
2006-02-28,34.025804352247306
2006-03-31,45.627577791336186
2006-04-30,57.8881269066504
