,ET,P,SWE,wy,sumP,P_adj,D
2000-10-31,35.56219526285384,74.38022694796945,0.0,2001,74.38022694796945,74.38022694796945,0.0
2000-11-30,9.562102830733682,49.667272598583764,7.3890814558058935,2001,124.04749954655321,42.27819114277787,0.0
2000-12-31,10.736730213749277,38.90751067540388,20.408723281340265,2001,162.95501022195708,18.498787394063612,0.0
2001-01-31,8.586643558636625,91.80713624491703,66.01444251877528,2001,254.76214646687413,25.79269372614175,0.0
2001-02-28,18.0514846909301,136.02816313904376,121.34979780473716,2001,390.79030960591786,14.67836533430659,3.3731193566235085
2001-03-31,40.08404390525708,65.34001846621824,-118.59647602541881,2001,456.13032807213614,183.93649449163706,0.0
2001-04-30,42.13386481802426,121.53318374757131,-63.15684575389953,2001,577.6635118197074,184.69002950147086,0.0
2001-05-31,64.29300982091277,17.51814061637288,-76.52686308492203,2001,595.1816524360803,94.0450037012949,0.0
2001-06-30,61.186481802426336,0.05745785081421411,0.0,2001,595.2391102868945,0.05745785081421411,61.12902395161212
2001-07-31,69.85035239745811,4.295135074723126,0.0,2001,599.5342453616176,4.295135074723126,126.6842412743471
2001-08-31,55.428700173310226,1.6294061487699771,0.0,2001,601.1636515103876,1.6294061487699771,180.48353529888735
2001-09-30,44.37603697284807,19.897221349403438,0.0,2001,621.0608728597911,19.897221349403438,204.96235092233198
2001-10-31,23.671450028885033,30.696662355515482,3.1184286539572517,2002,30.696662355515482,27.57823370155823,201.0555672496588
2001-11-30,19.763951473136917,166.00812464443143,81.629693818602,2002,196.70478699994692,84.37843082582944,136.44108789696628
2001-12-31,6.405984979780474,261.561638922394,230.65193529751593,2002,458.26642592234094,30.90970362487809,111.93736925186866
2002-01-31,6.903616406701329,81.57772037889337,36.78567302137486,2002,539.8441463012343,44.79204735751851,74.04893830105148
2002-02-28,20.802957827845177,58.45700435440205,11.738590410167603,2002,598.3011506556363,46.71841394423445,48.133482184662206
2002-03-31,43.68219526285383,131.70745050108735,49.11005199306766,2002,730.0086011567237,82.5973985080197,9.218278939496344
2002-04-30,23.950063547082614,61.26053846130196,-240.34950895436174,2002,791.2691396180257,301.6100474156637,0.0
2002-05-31,50.261559792027725,30.61416533279639,-170.19266320046222,2002,821.8833049508221,200.80682853325862,0.0
2002-06-30,72.03205083766608,6.928406526736796e-06,-2.4922010398613526,2002,821.8833118792286,2.4922079682678793,69.5398428693982
2002-07-31,72.74160600808781,20.451531504648663,0.0,2002,842.3348433838772,20.451531504648663,121.82991737283734
2002-08-31,58.31690352397458,0.0,0.0,2002,842.3348433838772,0.0,180.14682089681193
2002-09-30,39.76667822068168,9.1678938006694,0.0,2002,851.5027371845466,9.1678938006694,210.74560531682422
2002-10-31,18.890906990179086,3.373104198218494,0.0,2003,3.373104198218494,3.373104198218494,226.26340810878483
2002-11-30,22.553344887348352,151.733797571125,38.55112651646447,2003,155.1069017693435,113.18267105466052,135.63408194147266
2002-12-31,7.062461005199307,285.9779455656268,249.01068746389376,2003,441.0848473349703,36.96725810173302,105.72928484493895
2003-01-31,11.987267475447718,67.73249070143316,-7.649046793760817,2003,508.81733803640344,75.38153749519398,42.33501482519268
2003-02-28,17.492432120161755,55.25898603809349,58.451761987290524,2003,564.0763240744969,55.25898603809349,4.568460907260949
