,P
2000-10-31,51.236250539956416
2000-11-30,43.008893067203175
2000-12-31,31.296476717673993
2001-01-31,63.98751432591687
2001-02-28,102.2872785577027
2001-03-31,53.78623339120265
2001-04-30,99.06692157790287
2001-05-31,14.589936022476483
2001-06-30,0.21356988817842512
2001-07-31,4.81800815269267
2001-08-31,0.6439733708013161
2001-09-30,11.822174141361845
2001-10-31,20.641386277725687
2001-11-30,135.4558085819055
2001-12-31,227.94760277157738
2002-01-31,56.81388928715658
2002-02-28,51.48623080431836
2002-03-31,108.85309199241878
2002-04-30,51.90184073733844
2002-05-31,25.096273906158903
2002-06-30,0.017465949378987797
2002-07-31,16.316664264559808
2002-08-31,2.1505377007885832e-05
2002-09-30,2.6897219581538083
2002-10-31,1.9369108921905938
2002-11-30,136.3250483109044
2002-12-31,252.80172055230287
2003-01-31,51.30784759775407
2003-02-28,47.067086240785045
2003-03-31,68.67386470937265
2003-04-30,155.54849102920713
2003-05-31,51.997772401379
2003-06-30,3.253712801462067
2003-07-31,17.9151845874386
2003-08-31,48.81098912205381
2003-09-30,8.3727925655113
2003-10-31,0.8934674726859216
2003-11-30,72.62887540427587
2003-12-31,227.07564126291584
2004-01-31,74.0573706131255
2004-02-29,165.10839948444197
2004-03-31,36.63008615461546
2004-04-30,16.24804759672588
2004-05-31,23.596787360406694
2004-06-30,3.8572980067895366
2004-07-31,1.6203517311973206
2004-08-31,4.822724979227773
2004-09-30,3.813941191319192
2004-10-31,120.21318456568721
2004-11-30,76.02807284549024
2004-12-31,106.69464463303777
2005-01-31,203.5867652717274
2005-02-28,81.12102870286824
2005-03-31,166.83361056592
2005-04-30,53.671885027985546
2005-05-31,99.65204118376077
2005-06-30,25.851075267645257
2005-07-31,0.009346646449876272
2005-08-31,16.9389482418574
2005-09-30,20.51648617132591
2005-10-31,34.696267764261904
2005-11-30,66.03479900252678
2005-12-31,327.0828533651153
2006-01-31,236.5566823151682
2006-02-28,88.93319204460337
2006-03-31,183.5226861472259
2006-04-30,156.09606616776603
2006-05-31,19.376912434407526
2006-06-30,1.4452800952848017
2006-07-31,3.816267255386572
2006-08-31,0.8958074908438427
2006-09-30,3.3214228490774773
2006-10-31,32.27568123734919
2006-11-30,79.25243143490873
2006-12-31,79.81147360423253
2007-01-31,48.017465474235664
2007-02-28,170.7805920164828
2007-03-31,42.428270340942454
2007-04-30,49.320638608761584
2007-05-31,14.11355573265478
2007-06-30,5.306566239746179
2007-07-31,0.0
2007-08-31,1.8594521561220738
2007-09-30,27.035122880676862
2007-10-31,37.97458587056604
2007-11-30,22.0669118341152
2007-12-31,91.86668367869295
2008-01-31,233.68843027828785
2008-02-29,136.9912788754418
2008-03-31,28.635640200504078
2008-04-30,6.252691227414336
2008-05-31,52.75174563418153
2008-06-30,0.0
2008-07-31,2.3076359057695024
2008-08-31,0.23931336523445212
2008-09-30,0.5816559072238661
2008-10-31,32.75134764972614
2008-11-30,89.44174784412766
2008-12-31,129.52537060809388
2009-01-31,69.46467753819059
2009-02-28,108.91182591154585
2009-03-31,156.40956502856807
2009-04-30,39.15264155812223
2009-05-31,58.7632074976236
2009-06-30,30.39439062869555
2009-07-31,1.0280409920921323
2009-08-31,9.686963610446458
2009-09-30,1.6116098680691315
2009-10-31,106.17529884803255
2009-11-30,42.57573878868873
2009-12-31,109.45711511474235
2010-01-31,144.95151715100394
2010-02-28,106.74218339426848
2010-03-31,97.65009036359578
2010-04-30,126.4356421271899
2010-05-31,47.55695106674328
2010-06-30,7.429673321259005
2010-07-31,12.063394337999352
2010-08-31,8.711492510862492
2010-09-30,0.003942652388499202
2010-10-31,198.79991164747048
2010-11-30,174.3143145614445
2010-12-31,287.34630932785956
2011-01-31,28.172830325789292
2011-02-28,157.7634991178498
