,ET
2007-09-30,32.967558706247225
2007-10-31,19.32044601979028
2007-11-30,17.742664303647906
2007-12-31,15.240590754689109
2008-01-31,16.05033525328607
2008-02-29,31.021323290503616
2008-03-31,45.71358440407618
2008-04-30,32.939034116083285
2008-05-31,31.070964407029976
2008-06-30,50.78147097917588
2008-07-31,47.680939299955675
2008-08-31,42.39492246344705
2008-09-30,31.365458573327412
2008-10-31,25.181488701816566
2008-11-30,20.164451336582477
2008-12-31,13.918254319893663
2009-01-31,18.756467286959083
2009-02-28,31.660227440555296
2009-03-31,37.71533303795598
2009-04-30,24.57139861172648
2009-05-31,43.5069147836361
2009-06-30,54.122085364052566
2009-07-31,47.02063210751735
2009-08-31,40.973779353123604
2009-09-30,31.30145325653521
2009-10-31,27.36388125830748
2009-11-30,19.834792497415442
2009-12-31,12.88840643922611
2010-01-31,15.47243833997932
2010-02-28,30.17521488701816
2010-03-31,48.17397134839756
2010-04-30,46.51074878156843
2010-05-31,41.5690415005169
2010-06-30,48.62044897356372
2010-07-31,52.6526835031753
2010-08-31,44.61630778319302
2010-09-30,30.294461674789538
2010-10-31,22.447245606262
2010-11-30,24.53033525328607
2010-12-31,13.363287549844927
2011-01-31,14.546037512922755
2011-02-28,27.355525033229945
2011-03-31,49.22642741101755
2011-04-30,27.876384581302602
2011-05-31,36.378658986855704
2011-06-30,52.8713808890858
2011-07-31,53.816405257716724
2011-08-31,49.84430069413674
2011-09-30,41.62453699601239
2011-10-31,28.959031162309834
2011-11-30,20.338348840643928
2011-12-31,16.6652695318269
2012-01-31,18.93868557081671
2012-02-29,36.76110471126863
2012-03-31,46.72326687343079
2012-04-30,58.75844040762074
2012-05-31,48.57139861172646
2012-06-30,47.02656919214296
2012-07-31,48.01586767094962
2012-08-31,45.69537143701078
2012-09-30,33.49816570669029
2012-10-31,24.402549106483526
2012-11-30,12.05866784817604
2012-12-31,16.50335548663417
2013-01-31,17.391939152267014
2013-02-28,30.50268202628857
2013-03-31,36.50811106188155
2013-04-30,32.05736523408654
2013-05-31,43.04149756313689
2013-06-30,45.46915374390783
2013-07-31,45.57279574656623
2013-08-31,44.625765765765756
2013-09-30,31.379757790577457
2013-10-31,15.69395067198346
2013-11-30,17.93583222566829
2013-12-31,16.737315019937967
2014-01-31,24.172157731501986
2014-02-28,38.901789986708
2014-03-31,45.18933097031458
2014-04-30,37.09413380593707
2014-05-31,40.4303766061143
2014-06-30,41.48507753655293
2014-07-31,42.28565942992171
2014-08-31,41.291135725889816
2014-09-30,27.705375867670945
2014-10-31,17.285175011076646
2014-11-30,17.45239403337763
2014-12-31,16.95037955988775
2015-01-31,24.325396544085066
2015-02-28,38.18144439521487
2015-03-31,42.956473194505975
2015-04-30,29.723485452665752
2015-05-31,50.52169546595775
2015-06-30,47.16253729138974
2015-07-31,46.98833850243684
2015-08-31,38.59034706837985
2015-09-30,25.635197164377495
2015-10-31,21.229088760892044
2015-11-30,22.27360803426377
2015-12-31,13.579881849062176
2016-01-31,16.996154186973854
2016-02-29,37.1238369517058
2016-03-31,59.69647319450595
2016-04-30,51.05596514547333
2016-05-31,46.53182690887608
2016-06-30,67.54421208093336
2016-07-31,56.28438044601976
2016-08-31,47.99674198788953
2016-09-30,30.158591050066455
2016-10-31,20.52213853197459
2016-11-30,16.814952001181503
2016-12-31,17.282191699896607
2017-01-31,16.53123024664008
2017-02-28,31.650725151380875
2017-03-31,41.16684980062028
2017-04-30,35.546374243095535
2017-05-31,47.102238960271734
2017-06-30,45.028719539211345
2017-07-31,72.22304534042237
2017-08-31,58.02653670063505
2017-09-30,51.576443656771524
2017-10-31,13.696996012405844
2017-11-30,15.799601240584847
2017-12-31,13.36239551026436
2018-01-31,25.77470683798552
2018-02-28,28.106956136464323
2018-03-31,63.19075173534187
2018-04-30,50.668979471274525
2018-05-31,56.015666814355335
2018-06-30,54.09437896913305
2018-07-31,84.89418697385906
2018-08-31,73.74816127603009
2018-09-30,37.076337320927465
2018-10-31,29.593445576724257
2018-11-30,14.368879042977403
2018-12-31,13.79547186530793
2019-01-31,16.61452961157879
2019-02-28,24.140995421651162
2019-03-31,54.37655885393589
2019-04-30,25.827706394919502
2019-05-31,71.87547186530794
2019-06-30,80.73438487667993
2019-07-31,54.0681081081081
2019-08-31,47.83225225225223
2019-09-30,29.145948899719386
2019-10-31,13.8231044158913
2019-11-30,16.99377639935016
2019-12-31,14.252651011667403
2020-01-31,11.842811992320183
2020-02-29,29.88869590902378
2020-03-31,56.3193856151233
2020-04-30,93.8229242357111
2020-05-31,32.414154482351194
2020-06-30,46.74551469502287
2020-07-31,47.40093043863534
2020-08-31,47.63845222271451
2020-09-30,34.11881553684832
2020-10-31,19.97836360951115
2020-11-30,13.36869886279722
2020-12-31,14.210296854231277
2021-01-31,15.48158322256683
2021-02-28,34.32065278393146
2021-03-31,47.247351942106036
2021-04-30,26.1294491212524
2021-05-31,38.96810220056121
2021-06-30,48.00495643184166
2021-07-31,48.51804755575246
2021-08-31,43.13205730320483
2021-09-30,30.15073401270122
2021-10-31,16.764841234677295
2021-11-30,28.29756609068084
2021-12-31,13.131442918328164
2022-01-31,16.276774479397428
2022-02-28,27.060561216954646
2022-03-31,70.32059666223597
2022-04-30,70.27416629744496
2022-05-31,41.071534485304966
2022-06-30,41.23089056269383
2022-07-31,43.72674346477625
2022-08-31,45.41416925121842
2022-09-30,33.515377344557656
2022-10-31,13.380608477329783
2022-11-30,19.469407768424162
2022-12-31,12.48962930143258
2023-01-31,13.37649977846699
2023-02-28,21.51062767685718
2023-03-31,44.533814798404954
2023-04-30,30.382197607443487
2023-05-31,34.06049623393885
2023-06-30,45.453738000295374
2023-07-31,47.83856446610543
2023-08-31,68.06821444395212
2023-09-30,42.83809186235414
2023-10-31,19.897675380298327
