,ET
2000-10-31,38.0678874680307
2000-11-30,11.173401534526857
2000-12-31,12.81113043478261
2001-01-31,11.285524296675193
2001-02-28,21.116849104859337
2001-03-31,42.61958056265985
2001-04-30,41.824286445012795
2001-05-31,67.38688491048595
2001-06-30,59.411764705882355
2001-07-31,68.73485421994886
2001-08-31,61.370475703324814
2001-09-30,53.77309462915602
2001-10-31,28.796030690537087
2001-11-30,20.909831202046036
2001-12-31,8.044644501278773
2002-01-31,8.894976982097187
2002-02-28,24.32949360613811
2002-03-31,44.54113554987212
2002-04-30,26.34983120204604
2002-05-31,51.56456265984655
2002-06-30,68.38113554987213
2002-07-31,68.45962148337595
2002-08-31,61.30635294117648
2002-09-30,47.000061381074175
2002-10-31,22.675887468030695
2002-11-30,24.407856777493606
2002-12-31,8.555867007672635
2003-01-31,14.450005115089514
2003-02-28,19.473514066496165
2003-03-31,42.35821994884911
2003-04-30,35.38553452685423
2003-05-31,73.2022506393862
2003-06-30,63.212808184143235
2003-07-31,71.37317647058825
2003-08-31,76.29110997442456
2003-09-30,56.315948849104856
2003-10-31,26.58835805626599
2003-11-30,12.830117647058826
2003-12-31,7.992102301790282
2004-01-31,8.278833759590794
2004-02-29,16.897759590792845
2004-03-31,38.918260869565216
2004-04-30,41.049493606138114
2004-05-31,36.69823017902814
2004-06-30,66.07959079283889
2004-07-31,73.45129411764707
2004-08-31,60.975345268542206
2004-09-30,48.703549872122764
2004-10-31,27.230199488491053
2004-11-30,12.132583120204606
2004-12-31,10.93573401534527
2005-01-31,11.615222506393863
2005-02-28,21.920286445012792
2005-03-31,42.21225575447571
2005-04-30,40.51838363171356
2005-05-31,83.15748337595909
2005-06-30,73.96231202046036
2005-07-31,79.66187212276216
2005-08-31,67.36900255754477
2005-09-30,47.534895140664965
2005-10-31,29.853258312020465
2005-11-30,27.361636828644503
2005-12-31,9.430506393861894
2006-01-31,9.867989769820973
2006-02-28,21.879938618925834
2006-03-31,31.35762659846548
2006-04-30,40.09882352941177
2006-05-31,62.58537084398978
2006-06-30,72.73996930946292
2006-07-31,81.46598465473147
2006-08-31,63.99611253196932
2006-09-30,46.10492071611254
2006-10-31,28.23586700767264
2006-11-30,20.25452685421995
2006-12-31,12.658291560102302
2007-01-31,15.560593350383634
2007-02-28,22.752000000000002
2007-03-31,40.2990895140665
2007-04-30,37.19283887468032
2007-05-31,62.57861892583121
2007-06-30,65.75476214833759
2007-07-31,71.71494629156011
2007-08-31,59.72534015345269
2007-09-30,47.419867007672636
2007-10-31,34.96298721227622
2007-11-30,31.464757033248084
2007-12-31,10.570352941176472
2008-01-31,12.150547314578006
2008-02-29,22.978005115089516
2008-03-31,39.88423529411765
2008-04-30,31.637360613810742
2008-05-31,32.620603580562666
2008-06-30,78.12693606138109
2008-07-31,72.88969820971867
2008-08-31,64.47668542199489
2008-09-30,48.34426598465473
2008-10-31,36.3474168797954
2008-11-30,18.644092071611258
2008-12-31,13.287611253196932
2009-01-31,12.570516624040922
2009-02-28,23.984613810741692
2009-03-31,38.867560102301795
2009-04-30,37.38385677749362
2009-05-31,71.58936061381075
2009-06-30,93.76360102301791
2009-07-31,75.24517647058825
2009-08-31,63.44081841432225
2009-09-30,51.09900767263428
2009-10-31,35.528757033248084
2009-11-30,25.800879795396426
2009-12-31,8.59891560102302
2010-01-31,9.697554987212278
2010-02-28,19.753902813299234
2010-03-31,39.158015345268545
2010-04-30,41.859682864450136
2010-05-31,61.59476214833761
2010-06-30,81.33814833759591
2010-07-31,76.83854731457801
2010-08-31,68.0218516624041
2010-09-30,52.39987723785167
2010-10-31,34.34598465473147
2010-11-30,20.7924705882353
2010-12-31,8.610987212276216
2011-01-31,11.644112531969311
2011-02-28,18.296265984654735
2011-03-31,33.11296163682865
2011-04-30,34.43760613810742
2011-05-31,48.26561636828645
2011-06-30,78.93602046035807
2011-07-31,71.72603580562661
2011-08-31,68.67723785166241
2011-09-30,54.001677749360624
2011-10-31,39.49180562659848
2011-11-30,20.425739130434785
2011-12-31,17.77996930946292
2012-01-31,22.598629156010233
2012-02-29,25.07261381074169
2012-03-31,42.32503324808185
2012-04-30,70.99985677749362
2012-05-31,43.241207161125324
2012-06-30,63.6770537084399
2012-07-31,67.17839386189259
2012-08-31,67.20863427109974
2012-09-30,49.63470076726343
2012-10-31,37.778496163682874
2012-11-30,13.539109974424553
2012-12-31,9.690434782608696
2013-01-31,11.998445012787725
2013-02-28,25.218250639386195
2013-03-31,45.47662404092072
2013-04-30,47.36290537084399
2013-05-31,63.06377493606139
2013-06-30,72.54015345268543
2013-07-31,77.65164194373402
2013-08-31,67.18907416879797
2013-09-30,52.95157033248082
2013-10-31,30.179232736572892
2013-11-30,23.935058823529417
2013-12-31,12.298066496163685
2014-01-31,20.435764705882356
2014-02-28,26.199693094629158
2014-03-31,45.67774936061382
2014-04-30,48.49514066496164
2014-05-31,60.39799488491049
2014-06-30,64.8453810741688
2014-07-31,71.42514578005117
2014-08-31,66.70154475703325
2014-09-30,59.272020460358064
2014-10-31,34.014976982097195
2014-11-30,27.241411764705887
2014-12-31,12.090025575447571
2015-01-31,18.88671099744246
2015-02-28,33.23629667519182
2015-03-31,47.58121739130436
2015-04-30,45.63928388746804
2015-05-31,83.95191815856778
2015-06-30,82.3330537084399
2015-07-31,79.56865473145781
2015-08-31,61.03136572890027
2015-09-30,46.95971355498722
2015-10-31,32.13708439897698
2015-11-30,17.76626086956522
2015-12-31,8.864572890025576
2016-01-31,13.644685421994886
2016-02-29,27.386475703324813
2016-03-31,47.034925831202045
2016-04-30,64.99498721227621
2016-05-31,68.4179232736573
2016-06-30,75.15862915601025
2016-07-31,65.0485115089514
2016-08-31,64.7095242966752
2016-09-30,47.14295652173913
2016-10-31,38.72114578005115
2016-11-30,17.437953964194374
2016-12-31,11.183345268542201
2017-01-31,13.29243989769821
2017-02-28,23.477360613810745
2017-03-31,45.06790792838875
2017-04-30,43.909483375959084
2017-05-31,73.0500664961637
2017-06-30,61.0265780051151
2017-07-31,79.52699744245524
2017-08-31,79.60851150895142
2017-09-30,59.945820971867015
2017-10-31,31.062465473145785
2017-11-30,23.99030179028133
2017-12-31,16.25321739130435
2018-01-31,16.95451662404092
2018-02-28,25.04188235294118
2018-03-31,37.85800511508952
2018-04-30,50.97485421994886
2018-05-31,95.62827621483376
2018-06-30,94.60460358056267
2018-07-31,85.39936572890026
2018-08-31,80.74140153452686
2018-09-30,47.76609718670077
2018-10-31,28.605585677749364
2018-11-30,19.302547314578007
2018-12-31,9.981503836317136
2019-01-31,13.646649616368286
2019-02-28,16.72511508951407
2019-03-31,35.06172890025576
2019-04-30,50.93098721227623
2019-05-31,67.89426086956522
2019-06-30,103.38176982097188
2019-07-31,63.428624040920724
2019-08-31,62.364521739130446
2019-09-30,51.90383631713556
2019-10-31,25.514680306905372
2019-11-30,20.009289002557548
2019-12-31,11.419375959079286
2020-01-31,15.023754475703326
2020-02-29,28.50017391304348
2020-03-31,39.31138618925832
2020-04-30,80.31414833759592
2020-05-31,47.93329923273658
2020-06-30,80.97624552429667
2020-07-31,75.47551918158568
2020-08-31,70.23320716112534
2020-09-30,53.279222506393864
2020-10-31,30.37597953964195
2020-11-30,13.708849104859336
2020-12-31,11.508705882352942
2021-01-31,16.946455242966753
2021-02-28,25.90477749360614
2021-03-31,44.67073145780052
2021-04-30,39.179457800511514
2021-05-31,61.916890025575455
2021-06-30,81.60740664961638
2021-07-31,78.08900255754476
2021-08-31,70.52824552429668
2021-09-30,47.154086956521745
2021-10-31,21.12245524296675
2021-11-30,26.084583120204606
2021-12-31,11.173278772378518
2022-01-31,13.986455242966752
2022-02-28,22.47455754475704
2022-03-31,55.382179028132995
2022-04-30,52.46731457800512
2022-05-31,67.00865473145781
2022-06-30,65.59369820971867
2022-07-31,57.542874680306916
2022-08-31,63.876010230179034
2022-09-30,44.56667007672634
2022-10-31,21.6763989769821
2022-11-30,14.388787723785168
2022-12-31,10.74794884910486
2023-01-31,11.071508951406651
2023-02-28,19.816429667519184
2023-03-31,33.64918670076727
2023-04-30,51.30893094629157
2023-05-31,57.818516624040925
2023-06-30,71.9314168797954
2023-07-31,59.8086138107417
2023-08-31,60.71357544757034
2023-09-30,48.274332480818416
2023-10-31,26.994782608695658
