,ET
2011-08-31,92.77768621236132
2011-09-30,70.67892234548336
2011-10-31,42.16507131537242
2011-11-30,19.496798732171158
2011-12-31,18.164564183835182
2012-01-31,21.614199683042788
2012-02-29,26.180919175911253
2012-03-31,43.85204437400951
2012-04-30,70.74053882725832
2012-05-31,50.24988906497623
2012-06-30,84.60589540412045
2012-07-31,95.2286529318542
2012-08-31,87.66909667194929
2012-09-30,64.56545166402535
2012-10-31,41.77597464342314
2012-11-30,13.231061806656102
2012-12-31,10.719112519809826
2013-01-31,12.44069730586371
2013-02-28,24.636830427892235
2013-03-31,45.37217115689382
2013-04-30,53.504786053882725
2013-05-31,67.65882725832012
2013-06-30,91.0517908082409
2013-07-31,99.746941362916
2013-08-31,83.02770206022187
2013-09-30,64.62275752773377
2013-10-31,34.18776545166403
2013-11-30,26.050586370839934
2013-12-31,14.657242472266244
2014-01-31,22.60551505546751
2014-02-28,26.4621236133122
2014-03-31,46.54554675118859
2014-04-30,53.441141045958794
2014-05-31,67.35746434231379
2014-06-30,86.57293185419968
2014-07-31,92.65914421553092
2014-08-31,84.46301109350237
2014-09-30,70.29375594294771
2014-10-31,39.50935023771791
2014-11-30,28.369191759112518
2014-12-31,13.03378763866878
2015-01-31,18.138954041204435
2015-02-28,32.559366085578446
2015-03-31,52.592329635499205
2015-04-30,45.8758795562599
2015-05-31,75.72437400950872
2015-06-30,105.51797147385103
2015-07-31,104.79442155309033
2015-08-31,77.6166085578447
2015-09-30,56.94998415213946
2015-10-31,35.83961965134707
2015-11-30,18.713914421553092
2015-12-31,8.536291600633914
2016-01-31,12.33242472266244
2016-02-29,24.700095087163234
2016-03-31,43.24906497622821
2016-04-30,64.60602218700475
2016-05-31,65.38167987321711
2016-06-30,92.6375911251981
2016-07-31,89.96183835182251
2016-08-31,83.83315372424723
2016-09-30,59.11087163232963
2016-10-31,40.6507765451664
2016-11-30,15.460665610142629
2016-12-31,9.684564183835183
2017-01-31,12.554421553090332
2017-02-28,19.94244057052298
2017-03-31,39.64120443740096
2017-04-30,40.55175911251982
2017-05-31,70.36500792393028
2017-06-30,68.46643423137876
2017-07-31,100.00862123613311
2017-08-31,94.80608557844691
2017-09-30,68.42928684627574
2017-10-31,37.102884310618066
2017-11-30,21.096418383518227
2017-12-31,17.127226624405708
2018-01-31,15.972741679873216
2018-02-28,23.8173058637084
2018-03-31,36.932868462757526
2018-04-30,50.01546751188589
2018-05-31,93.44494453248811
2018-06-30,106.58700475435816
2018-07-31,107.09895404120444
2018-08-31,94.38148969889065
2018-09-30,56.168874801901744
2018-10-31,33.35721077654516
2018-11-30,22.45908082408875
2018-12-31,9.159049128367672
2019-01-31,12.989160063391441
2019-02-28,14.719239302694135
2019-03-31,32.85882725832013
2019-04-30,50.98954041204438
2019-05-31,75.58643423137876
2019-06-30,107.24082408874801
2019-07-31,89.58732171156893
2019-08-31,87.01705229793978
2019-09-30,67.24348652931855
2019-10-31,34.96646592709985
2019-11-30,27.008938193343898
2019-12-31,9.539651347068146
2020-01-31,12.673977812995247
2020-02-29,28.250649762282094
2020-03-31,38.755372424722665
2020-04-30,76.97774960380349
2020-05-31,57.063074484944536
2020-06-30,102.15543581616481
2020-07-31,98.76399366085579
2020-08-31,92.3283676703645
2020-09-30,65.9940412044374
2020-10-31,39.91175911251981
2020-11-30,13.985166402535658
2020-12-31,13.61812995245642
2021-01-31,14.212741679873218
2021-02-28,25.29863708399366
2021-03-31,42.43968304278923
2021-04-30,40.900538827258316
2021-05-31,73.96513470681458
2021-06-30,97.82630744849446
2021-07-31,98.69882725832014
2021-08-31,90.81496038034865
2021-09-30,69.2357527733756
2021-10-31,23.496038034865293
2021-11-30,27.94193343898574
2021-12-31,10.78161648177496
2022-01-31,12.828019017432647
2022-02-28,17.032519809825672
2022-03-31,47.35239302694136
2022-04-30,46.496228209191756
2022-05-31,62.82332805071315
2022-06-30,74.07011093502376
2022-07-31,87.76874801901744
2022-08-31,85.57058637083995
2022-09-30,59.86903328050713
2022-10-31,30.197781299524568
2022-11-30,14.198034865293186
2022-12-31,8.79175911251981
2023-01-31,9.976925515055468
2023-02-28,19.674675118858957
2023-03-31,31.794484944532492
2023-04-30,35.712456418383525
2023-05-31,53.46383518225039
2023-06-30,71.61432646592709
2023-07-31,85.16855784469097
2023-08-31,80.78998415213945
2023-09-30,65.40133122028527
2023-10-31,36.77832012678289
