,P
2000-10-31,116.84261180183425
2000-11-30,19.908579826354977
2000-12-31,4.86696569513668
2001-01-31,147.5011266122359
2001-02-28,176.46707426545203
2001-03-31,37.52658063511559
2001-04-30,160.83979155359438
2001-05-31,0.004970645951198272
2001-06-30,0.0
2001-07-31,19.915556530663178
2001-08-31,0.0
2001-09-30,0.0
2001-10-31,25.751248680682096
2001-11-30,203.8724176664408
2001-12-31,256.2320233847064
2002-01-31,112.62812525978758
2002-02-28,25.34638377971612
2002-03-31,159.76480996865348
2002-04-30,31.144448621865585
2002-05-31,44.666815098951005
2002-06-30,0.3727583277773718
2002-07-31,0.0
2002-08-31,0.0144422695828044
2002-09-30,0.010606653682173114
2002-10-31,0.0
2002-11-30,332.5010633972526
2002-12-31,154.96014723805763
2003-01-31,24.586689734412264
2003-02-28,114.78595147627438
2003-03-31,124.0526465772416
2003-04-30,157.09585656391894
2003-05-31,97.2740193197172
2003-06-30,2.419231830802682
2003-07-31,9.355559456371749
2003-08-31,3.49782874532875
2003-09-30,3.853917734730267
2003-10-31,1.385426619514794
2003-11-30,67.88892426089534
2003-12-31,241.79275031938946
2004-01-31,80.63583166491959
2004-02-29,172.70254268758217
2004-03-31,39.59574278366775
2004-04-30,28.3055578369917
2004-05-31,0.8557964823483954
2004-06-30,7.545911072284975
2004-07-31,0.24800000932074923
2004-08-31,0.14978473200490097
2004-09-30,0.00266144828553769
2004-10-31,130.45890823782307
2004-11-30,38.235637041453984
2004-12-31,109.59328047123438
2005-01-31,356.2808629164724
2005-02-28,69.3675262316799
2005-03-31,234.29465106881995
2005-04-30,96.82635296487528
2005-05-31,120.86911525838293
2005-06-30,1.6413777148653617
2005-07-31,7.740784562380579
2005-08-31,0.7424677113789168
2005-09-30,15.988024612695503
2005-10-31,14.645593931530318
2005-11-30,21.77210749572037
2005-12-31,147.79701503148982
2006-01-31,258.6127304554919
2006-02-28,68.21942081563392
2006-03-31,261.9593245175953
2006-04-30,206.49518455311275
2006-05-31,23.56140800558191
2006-06-30,5.188388492263226
2006-07-31,17.88695591349891
2006-08-31,0.5439373587937971
2006-09-30,0.0
2006-10-31,15.37367131425443
2006-11-30,11.89808208741787
2006-12-31,144.6517853708883
2007-01-31,36.57056663647556
2007-02-28,137.2344426044979
2007-03-31,41.916995431112454
2007-04-30,64.38240645869604
2007-05-31,4.813567487694279
2007-06-30,2.2216165023773846
2007-07-31,0.0
2007-08-31,9.197177310279203
2007-09-30,19.224219947411825
2007-10-31,15.476705663124877
2007-11-30,6.22970244235955
2007-12-31,150.60807395681243
2008-01-31,232.1994703707163
2008-02-29,215.08574267422847
2008-03-31,16.125259316364147
2008-04-30,0.0
2008-05-31,19.14112133055984
2008-06-30,0.0
2008-07-31,4.193611475819478
2008-08-31,0.0
2008-09-30,1.5645861024959216
2008-10-31,3.0768581281202874
2008-11-30,97.01360919004318
2008-12-31,109.65071686746555
2009-01-31,88.67135178179657
2009-02-28,156.82974441737346
2009-03-31,68.80925910486867
2009-04-30,41.535886003079945
2009-05-31,43.30208322633269
2009-06-30,21.860774637435046
2009-07-31,0.026027396933673178
2009-08-31,0.13707045060190612
2009-09-30,0.3761135086038107
2009-10-31,120.26191396395988
2009-11-30,11.28847555731607
2009-12-31,194.56666514178312
2010-01-31,163.15807106630206
2010-02-28,205.35741750041564
2010-03-31,83.43204296731669
2010-04-30,187.75509789871845
2010-05-31,19.417239489620677
2010-06-30,0.6615733867347123
2010-07-31,1.5091017614138802
2010-08-31,0.8797964710312114
2010-09-30,0.016320939166671843
2010-10-31,54.41230829914489
2010-11-30,138.35360602809956
2010-12-31,552.181616467739
2011-01-31,70.23776263033574
