,ET
2000-10-31,54.29639215686275
2000-11-30,21.382666666666665
2000-12-31,30.52321568627451
2001-01-31,23.94627450980392
2001-02-28,29.34133333333334
2001-03-31,56.19858823529412
2001-04-30,52.07239215686275
2001-05-31,117.22462745098039
2001-06-30,123.26070588235294
2001-07-31,125.34980392156864
2001-08-31,115.98941176470586
2001-09-30,91.17003921568627
2001-10-31,49.64792156862745
2001-11-30,37.4606274509804
2001-12-31,19.670039215686277
2002-01-31,19.421725490196078
2002-02-28,36.235058823529414
2002-03-31,57.353803921568634
2002-04-30,48.194039215686274
2002-05-31,95.40337254901962
2002-06-30,123.02470588235295
2002-07-31,120.25827450980393
2002-08-31,108.77670588235296
2002-09-30,84.97537254901961
2002-10-31,40.85403921568628
2002-11-30,40.024470588235296
2002-12-31,20.093960784313726
2003-01-31,28.214666666666666
2003-02-28,32.34894117647059
2003-03-31,61.083372549019614
2003-04-30,54.71090196078431
2003-05-31,98.05764705882353
2003-06-30,118.13701960784313
2003-07-31,119.50729411764706
2003-08-31,121.50250980392158
2003-09-30,96.15756862745098
2003-10-31,52.08345098039216
2003-11-30,27.60807843137255
2003-12-31,19.198901960784315
2004-01-31,18.246117647058824
2004-02-29,25.304470588235294
2004-03-31,63.57301960784314
2004-04-30,71.85082352941177
2004-05-31,62.377568627450984
2004-06-30,106.61098039215685
2004-07-31,112.13019607843138
2004-08-31,96.5809411764706
2004-09-30,79.39866666666666
2004-10-31,42.31717647058824
2004-11-30,21.52901960784314
2004-12-31,23.81529411764706
2005-01-31,20.574196078431374
2005-02-28,35.556705882352944
2005-03-31,57.51058823529412
2005-04-30,48.82752941176471
2005-05-31,95.10658823529414
2005-06-30,101.79105882352943
2005-07-31,121.96933333333334
2005-08-31,111.09905882352942
2005-09-30,83.48321568627452
2005-10-31,47.31796078431373
2005-11-30,43.0521568627451
2005-12-31,23.67403921568628
2006-01-31,21.772470588235294
2006-02-28,34.58784313725491
2006-03-31,40.472
2006-04-30,53.54384313725491
2006-05-31,88.27670588235294
2006-06-30,122.4606274509804
2006-07-31,124.61027450980393
2006-08-31,104.40031372549021
2006-09-30,78.66313725490195
2006-10-31,46.40909803921569
2006-11-30,37.459529411764706
2006-12-31,25.07945098039216
2007-01-31,28.292235294117646
2007-02-28,35.29105882352941
2007-03-31,57.29780392156863
2007-04-30,46.28054901960785
2007-05-31,83.49254901960785
2007-06-30,107.05309803921568
2007-07-31,109.75027450980392
2007-08-31,99.31043137254902
2007-09-30,76.09843137254903
2007-10-31,44.61827450980392
2007-11-30,43.17333333333334
2007-12-31,21.878196078431376
2008-01-31,23.57529411764706
2008-02-29,36.92172549019608
2008-03-31,55.94596078431373
2008-04-30,65.18188235294119
2008-05-31,60.97121568627451
2008-06-30,112.96541176470588
2008-07-31,109.3321568627451
2008-08-31,102.56603921568627
2008-09-30,79.35239215686275
2008-10-31,54.54635294117647
2008-11-30,30.92870588235294
2008-12-31,23.45749019607843
2009-01-31,30.67952941176471
2009-02-28,35.166039215686276
2009-03-31,51.23490196078431
2009-04-30,41.65254901960785
2009-05-31,87.23129411764707
2009-06-30,99.71537254901962
2009-07-31,113.76603921568628
2009-08-31,99.34886274509803
2009-09-30,82.2443137254902
2009-10-31,47.784705882352945
2009-11-30,42.02831372549019
2009-12-31,21.701333333333334
2010-01-31,22.78509803921569
2010-02-28,32.8164705882353
2010-03-31,50.961647058823544
2010-04-30,50.579215686274516
2010-05-31,63.88219607843138
2010-06-30,97.17364705882352
2010-07-31,117.17223529411764
2010-08-31,104.00894117647059
2010-09-30,77.90643137254901
2010-10-31,43.195058823529415
2010-11-30,35.10909803921569
2010-12-31,22.09239215686275
2011-01-31,24.753254901960787
2011-02-28,33.89694117647059
2011-03-31,48.96878431372549
2011-04-30,35.331529411764706
2011-05-31,58.89607843137256
2011-06-30,96.00141176470589
2011-07-31,110.33552941176472
2011-08-31,106.84533333333334
2011-09-30,82.8803137254902
2011-10-31,51.16909803921568
2011-11-30,34.16807843137255
2011-12-31,31.525960784313728
2012-01-31,32.90392156862745
2012-02-29,41.12721568627451
2012-03-31,53.837490196078434
2012-04-30,75.7490980392157
2012-05-31,73.21600000000001
2012-06-30,102.602431372549
2012-07-31,103.36627450980392
2012-08-31,96.46305882352941
2012-09-30,81.02854901960785
2012-10-31,55.90807843137256
2012-11-30,23.619058823529414
2012-12-31,22.032941176470587
