,ET
2000-10-31,27.694431121769252
2000-11-30,13.445499600319744
2000-12-31,14.290263788968826
2001-01-31,11.7233999467093
2001-02-28,18.433509192645886
2001-03-31,36.33334399147349
2001-04-30,39.49725552891021
2001-05-31,55.192155608846264
2001-06-30,48.6768345323741
2001-07-31,59.221934452438056
2001-08-31,43.286650679456436
2001-09-30,31.470993871569412
2001-10-31,16.597388755662138
2001-11-30,17.945153210764726
2001-12-31,6.6719957367439395
2002-01-31,8.788041566746603
2002-02-28,21.496360245137225
2002-03-31,39.021945110578216
2002-04-30,23.39713296029843
2002-05-31,42.67216626698641
2002-06-30,52.22443911537438
2002-07-31,53.03089794830803
2002-08-31,43.11396749267253
2002-09-30,28.64168398614442
2002-10-31,14.37484678923528
2002-11-30,26.296445510258465
2002-12-31,9.410242472688518
2003-01-31,13.668510524913405
2003-02-28,21.583415933919532
2003-03-31,37.015635491606716
2003-04-30,40.44476418864909
2003-05-31,69.05114841460166
2003-06-30,53.84413535837997
2003-07-31,56.55970157207568
2003-08-31,63.416189714894756
2003-09-30,37.20046895816681
2003-10-31,16.17850253130829
2003-11-30,11.00412470023981
2003-12-31,8.743511857180923
2004-01-31,8.714734878763656
2004-02-29,16.783820943245406
2004-03-31,37.33849187316814
2004-04-30,34.06081534772183
2004-05-31,29.050828670397017
2004-06-30,52.274063415933924
2004-07-31,61.05080735411671
2004-08-31,42.99815614175327
2004-09-30,31.762344790834007
2004-10-31,22.759264588329337
2004-11-30,14.457021049826807
2004-12-31,12.387316813216096
2005-01-31,9.911558752997603
2005-02-28,22.289411137756467
2005-03-31,39.751111111111115
2005-04-30,37.567407407407416
2005-05-31,86.98521715960565
2005-06-30,53.55815614175327
2005-07-31,63.37106314948041
2005-08-31,56.44165201172396
2005-09-30,34.13216093791633
2005-10-31,20.95138822275513
2005-11-30,23.249816147082335
2005-12-31,8.043442579269918
2006-01-31,8.593018918198776
2006-02-28,20.3795790034639
2006-03-31,33.434734878763656
2006-04-30,47.14519584332534
2006-05-31,42.64221689315215
2006-06-30,59.942957633892895
2006-07-31,66.27395683453237
2006-08-31,48.43389288569144
2006-09-30,30.349757527311485
2006-10-31,20.53908872901679
2006-11-30,19.76055422328804
2006-12-31,13.234660271782577
2007-01-31,16.730615507593928
2007-02-28,25.127673860911276
2007-03-31,40.121183053557154
2007-04-30,31.570690114575008
2007-05-31,41.75383959499067
2007-06-30,47.595651478816954
2007-07-31,49.55866773248069
2007-08-31,43.106677324806824
2007-09-30,33.78233946176392
2007-10-31,21.86941646682654
2007-11-30,20.10027178257394
2007-12-31,11.328856914468425
2008-01-31,12.202930988542501
2008-02-29,23.021774580335737
2008-03-31,38.84689581667999
2008-04-30,31.86442845723422
2008-05-31,31.83767652544631
2008-06-30,66.42903277378097
2008-07-31,59.546346922462035
2008-08-31,47.62093258726353
2008-09-30,32.77196909139356
2008-10-31,27.680724753530512
2008-11-30,18.03474553690381
2008-12-31,13.629523048228087
2009-01-31,15.134281907807091
2009-02-28,23.66701838529177
2009-03-31,41.76200373034906
2009-04-30,34.64104449773515
2009-05-31,55.35705835331735
2009-06-30,79.26320277111644
2009-07-31,60.13049826805223
2009-08-31,50.14531308286704
2009-09-30,34.13294964028778
2009-10-31,33.45342925659472
2009-11-30,23.02829736211032
2009-12-31,11.918188116173729
2010-01-31,11.818044231281643
2010-02-28,21.823884892086333
2010-03-31,35.963250732747134
2010-04-30,46.33159605648815
2010-05-31,54.89666933120171
2010-06-30,69.25450572875033
2010-07-31,64.25296029842792
2010-08-31,51.383426592059685
2010-09-30,35.76537170263789
2010-10-31,28.735347721822546
2010-11-30,22.056296296296296
2010-12-31,10.142968292033041
2011-01-31,9.124241939781509
2011-02-28,15.099280575539572
2011-03-31,35.74925659472423
2011-04-30,27.847887023714364
2011-05-31,42.62505728750334
2011-06-30,60.91873168132162
2011-07-31,63.17889688249401
2011-08-31,54.699579003463896
2011-09-30,41.372768451905145
2011-10-31,32.74869171329603
2011-11-30,17.58038902211564
2011-12-31,17.78363975486278
2012-01-31,20.005542232880366
2012-02-29,24.093088196109782
2012-03-31,39.632486011191055
2012-04-30,62.03344524380496
2012-05-31,40.53962163602451
2012-06-30,53.82154010125234
2012-07-31,54.19856115107914
2012-08-31,49.52573407940314
2012-09-30,34.79957367439383
2012-10-31,25.964998667732484
2012-11-30,13.4097308819611
2012-12-31,12.276450839328538
2013-01-31,11.653162803090861
2013-02-28,19.96943245403677
2013-03-31,35.916269650945914
2013-04-30,34.85032773780976
2013-05-31,54.79635491606715
2013-06-30,57.74117772448708
2013-07-31,56.05902478017587
2013-08-31,48.95840127897682
2013-09-30,35.23291233679723
2013-10-31,19.88998667732481
2013-11-30,20.456594724220626
2013-12-31,16.291436184385827
2014-01-31,22.3624407140954
2014-02-28,33.773450572875035
2014-03-31,38.453375965893954
2014-04-30,35.125755395683456
2014-05-31,48.98604849453771
2014-06-30,48.94002664535039
2014-07-31,49.143533173461236
2014-08-31,50.34523847588596
2014-09-30,34.518752997601915
2014-10-31,22.064993338662408
2014-11-30,21.275822009059418
2014-12-31,14.797655209166003
2015-01-31,22.823959499067414
2015-02-28,38.845339728217425
2015-03-31,36.00364508393285
2015-04-30,28.837260857980283
2015-05-31,64.69844924060752
2015-06-30,62.63563016253664
2015-07-31,58.51561950439649
2015-08-31,42.39358379962697
2015-09-30,26.07908339994671
2015-10-31,19.70570743405276
2015-11-30,20.058491873168133
2015-12-31,11.4866826538769
2016-01-31,13.50484412470024
2016-02-29,30.290562216893154
2016-03-31,55.17292832400747
2016-04-30,49.753136157740485
2016-05-31,47.06950173194778
2016-06-30,71.37726618705037
2016-07-31,57.06054889421796
2016-08-31,44.420527577937655
2016-09-30,30.196280309086063
2016-10-31,29.7323101518785
2016-11-30,18.849155342392756
2016-12-31,12.778022915001333
2017-01-31,10.92990141220357
2017-02-28,18.47663202771117
2017-03-31,40.987220889954706
2017-04-30,54.197303490540904
2017-05-31,63.571095123900875
2017-06-30,52.897330135891295
2017-07-31,59.93624300559553
2017-08-31,53.66230748734347
2017-09-30,34.90525979216627
2017-10-31,15.646469491073812
2017-11-30,22.46030375699441
2017-12-31,15.116013855582203
2018-01-31,22.048281374900082
2018-02-28,24.721683986144416
2018-03-31,44.91387156941114
2018-04-30,54.97053024247269
2018-05-31,77.33550759392487
2018-06-30,75.76905941913137
2018-07-31,65.59987210231816
2018-08-31,54.26794564348522
2018-09-30,29.22832933653078
2018-10-31,17.195928590460966
2018-11-30,14.568569144684254
2018-12-31,10.211628030908606
2019-01-31,12.78139088729017
2019-02-28,15.143149480415667
2019-03-31,32.90022915001333
2019-04-30,39.061891819877424
2019-05-31,64.45774580335731
2019-06-30,96.56714095390355
2019-07-31,65.45886490807355
2019-08-31,50.512549960031976
2019-09-30,30.5841513455902
2019-10-31,15.385728750333069
2019-11-30,14.768302691180391
2019-12-31,10.263725019984012
2020-01-31,11.717005062616575
2020-02-29,30.225206501465497
2020-03-31,44.81229949373835
2020-04-30,81.6370690114575
2020-05-31,37.12630961897149
2020-06-30,67.66399147348788
2020-07-31,63.25316280309086
2020-08-31,52.473796962430065
2020-09-30,36.2859792166267
2020-10-31,19.29191580069278
2020-11-30,15.533407940314417
2020-12-31,11.884892086330936
2021-01-31,14.372544630961901
2021-02-28,22.908819610977886
2021-03-31,49.16312283506529
2021-04-30,31.305920596855856
2021-05-31,45.26865973887557
2021-06-30,59.06046362909672
2021-07-31,63.33791633359979
2021-08-31,43.89842792432721
2021-09-30,31.89026378896883
2021-10-31,18.912656541433524
2021-11-30,29.615539568345326
2021-12-31,9.756589395150545
2022-01-31,10.925552891020518
2022-02-28,16.415027977617907
2022-03-31,57.62114575006662
2022-04-30,58.50395949906742
2022-05-31,59.93705302424727
2022-06-30,60.802984279243276
2022-07-31,55.8193445243805
2022-08-31,59.153359978683724
2022-09-30,38.02773248068212
2022-10-31,14.795267785771387
2022-11-30,15.198784972022382
2022-12-31,8.561683986144418
2023-01-31,9.74883026911804
2023-02-28,13.656743938182789
2023-03-31,27.345078603783644
2023-04-30,37.46027178257394
2023-05-31,43.95796429523048
2023-06-30,55.54705035971224
2023-07-31,58.41566746602719
2023-08-31,64.29083932853717
2023-09-30,41.936669331201706
2023-10-31,23.238028244071412
