,P
2000-10-31,60.7095033500478
2000-11-30,13.081589518497404
2000-12-31,26.61864252345107
2001-01-31,119.01889685922377
2001-02-28,132.92413379786333
2001-03-31,110.96846470444483
2001-04-30,100.28679962769371
2001-05-31,10.883377227270715
2001-06-30,0.0
2001-07-31,36.88060154068137
2001-08-31,2.980041113031534
2001-09-30,25.11488714668557
2001-10-31,32.81398366156503
2001-11-30,117.27146192787487
2001-12-31,168.20594025371238
2002-01-31,65.00532048000036
2002-02-28,35.37001738567378
2002-03-31,56.35009254638917
2002-04-30,36.4232615237879
2002-05-31,17.716048973170082
2002-06-30,4.107312114870062
2002-07-31,11.17795649179629
2002-08-31,0.25215941510786205
2002-09-30,19.11413923197977
2002-10-31,9.127453083349009
2002-11-30,158.03781567562092
2002-12-31,160.6365033851288
2003-01-31,31.17790894883975
2003-02-28,55.851023259691324
2003-03-31,46.21511372870533
2003-04-30,70.67790666740633
2003-05-31,40.510617241394705
2003-06-30,0.6369212131294795
2003-07-31,28.401459111517998
2003-08-31,18.76983684799541
2003-09-30,11.616712195532665
2003-10-31,0.4176376505264981
2003-11-30,46.332088030419136
2003-12-31,93.12225698921804
2004-01-31,64.34072974323432
2004-02-29,148.65132282292737
2004-03-31,38.65557289174466
2004-04-30,14.01529774201092
2004-05-31,18.419674808924924
2004-06-30,5.8939364187548735
2004-07-31,4.3957844952437215
2004-08-31,19.489016364079134
2004-09-30,2.724466225003528
2004-10-31,159.24045569670696
2004-11-30,97.97924554109255
2004-12-31,168.76917145019863
2005-01-31,256.11472906665267
2005-02-28,106.15303811148426
2005-03-31,127.08187071796414
2005-04-30,43.554105288832794
2005-05-31,152.95387595244182
2005-06-30,3.7889495284280414
2005-07-31,7.3691911954586935
2005-08-31,15.273459108553842
2005-09-30,10.003360374206217
2005-10-31,9.90342936687699
2005-11-30,24.32858026578366
2005-12-31,246.70770507731018
2006-01-31,174.58836052541903
2006-02-28,78.93362913551891
2006-03-31,179.0400359027695
2006-04-30,154.40491154649072
2006-05-31,39.78471554703961
2006-06-30,4.9848635369213
2006-07-31,16.418589969184275
2006-08-31,0.0
2006-09-30,0.0
