,P
2000-10-31,97.20710975046222
2000-11-30,35.44176374640372
2000-12-31,32.29728227530398
2001-01-31,168.17410433098613
2001-02-28,207.67612034815988
2001-03-31,93.45730813163125
2001-04-30,125.6129205215322
2001-05-31,2.268204866734101
2001-06-30,0.0
2001-07-31,45.98475138094698
2001-08-31,3.1167716003363806
2001-09-30,16.106692715639408
2001-10-31,39.11365796504505
2001-11-30,200.94503899337315
2001-12-31,330.4110526853355
2002-01-31,80.3631571897958
2002-02-28,71.25292122663514
2002-03-31,131.92462446419327
2002-04-30,57.86120321480362
2002-05-31,57.7676546387917
2002-06-30,2.64928552254811
2002-07-31,2.7084971358690932
2002-08-31,0.2404860659822521
2002-09-30,19.740651655931977
2002-10-31,6.232357661533334
2002-11-30,209.8244243474456
2002-12-31,378.41417212362444
2003-01-31,36.46965445288379
2003-02-28,84.01408610586526
2003-03-31,101.63773824697006
2003-04-30,258.9603890613687
2003-05-31,59.34567205136351
2003-06-30,1.7225107794034977
2003-07-31,18.343683077309088
2003-08-31,28.04735494903151
2003-09-30,14.053133061371554
2003-10-31,2.906262301545569
2003-11-30,86.94273676035749
2003-12-31,374.03006259595287
2004-01-31,108.39854169672037
2004-02-29,222.3814406633528
2004-03-31,42.16670949201884
2004-04-30,17.020569639364975
2004-05-31,18.58866396356993
2004-06-30,4.289227969929142
2004-07-31,4.408722729863164
2004-08-31,5.555880408081155
2004-09-30,3.3458245470475014
2004-10-31,247.6591002222906
2004-11-30,51.4716469505202
2004-12-31,268.0521543574077
2005-01-31,381.05027282341183
2005-02-28,190.18355338523622
2005-03-31,232.27346076345248
2005-04-30,83.25310769341831
2005-05-31,168.14407615267024
2005-06-30,6.606727916328166
2005-07-31,0.5111804858274078
2005-08-31,18.221916822333217
2005-09-30,15.923842292559758
2005-10-31,20.059819394937666
2005-11-30,46.08738064720631
2005-12-31,401.56428972678725
2006-01-31,293.7013455745865
2006-02-28,125.88386630750244
2006-03-31,302.8023772768162
2006-04-30,314.0902153870363
2006-05-31,43.35042013527095
2006-06-30,6.737121504672296
2006-07-31,22.393369583482603
2006-08-31,2.7926962069580386
2006-09-30,0.0
2006-10-31,29.331692434499754
2006-11-30,52.401893611696174
2006-12-31,124.41062840596013
2007-01-31,35.18962994632474
2007-02-28,231.92068540232071
2007-03-31,38.46678009298951
2007-04-30,51.45972608921017
2007-05-31,17.844353160048826
2007-06-30,1.036535571745142
2007-07-31,3.909549662100765
2007-08-31,5.57248155648431
2007-09-30,17.52243717435998
2007-10-31,24.369327083931505
2007-11-30,7.799553232628861
2007-12-31,175.423338036661
2008-01-31,365.6571755227041
2008-02-29,234.3304609524591
2008-03-31,18.49899169425811
2008-04-30,3.06992868362838
2008-05-31,42.25175374264401
2008-06-30,0.5992189208775993
2008-07-31,10.9480255999997
2008-08-31,0.0
2008-09-30,1.8703358702979722
2008-10-31,42.01637212984013
2008-11-30,116.1330777064189
2008-12-31,187.63706173936046
2009-01-31,156.71328514216697
2009-02-28,227.36873625581563
2009-03-31,158.94715431830238
2009-04-30,47.24755783958829
2009-05-31,97.85759908488112
2009-06-30,25.910405681836398
2009-07-31,1.6314801594213162
2009-08-31,15.381135160368858
2009-09-30,0.25518197298873163
2009-10-31,174.27683594510202
2009-11-30,11.442706508578093
2009-12-31,281.5260617572444
2010-01-31,231.5394922119166
2010-02-28,221.4049193060345
2010-03-31,106.54159629729973
2010-04-30,207.47326059081718
2010-05-31,77.2210676520591
2010-06-30,1.7021636276020071
2010-07-31,0.5289324482610728
2010-08-31,0.01729776263583026
2010-09-30,0.0
2010-10-31,185.3210524304748
2010-11-30,160.3248422786559
2010-12-31,639.4639634141848
