,SWE
1999-10-31,0.0
1999-11-30,43.0
1999-12-31,58.0
2000-01-31,385.0
2000-02-29,356.0
2000-03-31,3.0
2000-04-30,-443.0
2000-05-31,-402.0
2000-06-30,0.0
2000-07-31,0.0
2000-08-31,0.0
2000-09-30,0.0
2000-10-31,63.0
2000-11-30,37.0
2000-12-31,66.0
2001-01-31,108.0
2001-02-28,235.0
2001-03-31,-177.0
2001-04-30,-122.0
2001-05-31,-210.0
2001-06-30,0.0
2001-07-31,0.0
2001-08-31,0.0
2001-09-30,0.0
2001-10-31,0.0
2001-11-30,149.0
2001-12-31,388.0
2002-01-31,163.0
2002-02-28,38.0
2002-03-31,144.0
2002-04-30,-366.0
2002-05-31,-470.0
2002-06-30,-46.0
2002-07-31,0.0
2002-08-31,0.0
2002-09-30,0.0
2002-10-31,0.0
2002-11-30,157.0
2002-12-31,339.0
2003-01-31,93.0
2003-02-28,58.0
2003-03-31,-114.0
2003-04-30,242.0
2003-05-31,-590.0
2003-06-30,-185.0
2003-07-31,0.0
2003-08-31,0.0
2003-09-30,0.0
2003-10-31,2.0
2003-11-30,119.0
2003-12-31,439.0
2004-01-31,137.0
2004-02-29,358.0
2004-03-31,-166.0
2004-04-30,-393.0
2004-05-31,-496.0
2004-06-30,0.0
2004-07-31,0.0
2004-08-31,0.0
2004-09-30,0.0
2004-10-31,152.0
2004-11-30,11.0
2004-12-31,248.0
2005-01-31,409.0
2005-02-28,147.0
2005-03-31,298.0
2005-04-30,-94.0
2005-05-31,-855.0
2005-06-30,-316.0
2005-07-31,0.0
2005-08-31,0.0
2005-09-30,0.0
2005-10-31,0.0
2005-11-30,74.0
2005-12-31,307.0
2006-01-31,408.0
2006-02-28,246.0
2006-03-31,478.0
2006-04-30,101.0
2006-05-31,-1083.0
2006-06-30,-531.0
2006-07-31,0.0
2006-08-31,0.0
2006-09-30,0.0
2006-10-31,0.0
2006-11-30,48.0
2006-12-31,123.0
2007-01-31,47.0
2007-02-28,327.0
2007-03-31,-101.0
2007-04-30,-340.0
2007-05-31,-104.0
2007-06-30,0.0
2007-07-31,0.0
2007-08-31,0.0
2007-09-30,0.0
2007-10-31,0.0
2007-11-30,0.0
2007-12-31,155.0
2008-01-31,404.0
2008-02-29,234.0
2008-03-31,58.0
2008-04-30,-325.0
2008-05-31,-526.0
2008-06-30,0.0
2008-07-31,0.0
2008-08-31,0.0
2008-09-30,0.0
2008-10-31,0.0
2008-11-30,1.0
2008-12-31,266.0
2009-01-31,48.0
2009-02-28,274.0
2009-03-31,216.0
2009-04-30,-288.0
2009-05-31,-517.0
2009-06-30,0.0
2009-07-31,0.0
2009-08-31,0.0
2009-09-30,0.0
2009-10-31,0.0
2009-11-30,42.0
2009-12-31,224.0
2010-01-31,284.0
2010-02-28,123.0
2010-03-31,207.0
2010-04-30,163.0
2010-05-31,-360.0
2010-06-30,-683.0
2010-07-31,0.0
2010-08-31,0.0
2010-09-30,0.0
2010-10-31,0.0
2010-11-30,262.0
2010-12-31,460.0
2011-01-31,52.0
2011-02-28,289.0
2011-03-31,559.0
2011-04-30,-26.0
2011-05-31,-297.0
2011-06-30,-1172.0
2011-07-31,-127.0
2011-08-31,0.0
2011-09-30,0.0
2011-10-31,0.0
2011-11-30,15.0
2011-12-31,-15.0
2012-01-31,255.0
2012-02-29,51.0
2012-03-31,412.0
2012-04-30,-172.0
2012-05-31,-546.0
2012-06-30,0.0
2012-07-31,0.0
2012-08-31,0.0
2012-09-30,0.0
2012-10-31,51.0
2012-11-30,31.0
2012-12-31,370.0
2013-01-31,67.0
2013-02-28,15.0
2013-03-31,-46.0
2013-04-30,-433.0
2013-05-31,-55.0
2013-06-30,0.0
2013-07-31,0.0
2013-08-31,0.0
2013-09-30,0.0
2013-10-31,27.0
2013-11-30,-27.0
2013-12-31,24.0
2014-01-31,-3.0
2014-02-28,195.0
2014-03-31,34.0
2014-04-30,-214.0
2014-05-31,-36.0
2014-06-30,0.0
2014-07-31,0.0
2014-08-31,0.0
2014-09-30,0.0
2014-10-31,0.0
2014-11-30,49.0
2014-12-31,118.0
2015-01-31,-82.0
2015-02-28,15.0
2015-03-31,-100.0
2015-04-30,0.0
2015-05-31,0.0
2015-06-30,0.0
2015-07-31,0.0
2015-08-31,0.0
2015-09-30,0.0
2015-10-31,0.0
2015-11-30,52.0
2015-12-31,378.0
2016-01-31,297.0
2016-02-29,23.0
2016-03-31,231.0
2016-04-30,-513.0
2016-05-31,-468.0
2016-06-30,0.0
2016-07-31,0.0
2016-08-31,0.0
2016-09-30,0.0
2016-10-31,48.0
2016-11-30,74.0
2016-12-31,72.0
2017-01-31,853.0
2017-02-28,756.0
2017-03-31,193.0
2017-04-30,-136.0
2017-05-31,-1326.0
2017-06-30,-534.0
2017-07-31,0.0
2017-08-31,0.0
2017-09-30,0.0
2017-10-31,0.0
2017-11-30,204.0
2017-12-31,2.0
2018-01-31,84.0
2018-02-28,-22.0
2018-03-31,396.0
2018-04-30,-355.0
2018-05-31,-309.0
2018-06-30,0.0
2018-07-31,0.0
2018-08-31,0.0
2018-09-30,0.0
2018-10-31,0.0
2018-11-30,146.0
2018-12-31,103.0
2019-01-31,403.0
2019-02-28,558.0
2019-03-31,148.0
2019-04-30,-113.0
2019-05-31,-634.0
2019-06-30,-611.0
2019-07-31,0.0
2019-08-31,0.0
2019-09-30,6.0
2019-10-31,-6.0
2019-11-30,69.0
2019-12-31,301.0
2020-01-31,149.0
2020-02-29,12.0
2020-03-31,236.0
2020-04-30,-315.0
2020-05-31,-452.0
2020-06-30,0.0
2020-07-31,0.0
2020-08-31,0.0
2020-09-30,0.0
2020-10-31,0.0
2020-11-30,150.0
2020-12-31,106.0
2021-01-31,220.0
2021-02-28,115.0
2021-03-31,119.0
2021-04-30,-489.0
2021-05-31,-221.0
2021-06-30,0.0
2021-07-31,0.0
2021-08-31,0.0
2021-09-30,0.0
2021-10-31,120.0
2021-11-30,-77.0
2021-12-31,494.0
2022-01-31,35.0
2022-02-28,9.0
2022-03-31,-164.0
2022-04-30,-66.0
2022-05-31,-351.0
2022-06-30,0.0
2022-07-31,0.0
2022-08-31,0.0
2022-09-30,0.0
2022-10-31,0.0
2022-11-30,119.0
2022-12-31,456.0
2023-01-31,490.0
2023-02-28,269.0
2023-03-31,632.0
2023-04-30,-219.0
2023-05-31,-983.0
2023-06-30,-722.0
2023-07-31,-42.0
2023-08-31,0.0
2023-09-30,0.0
2023-10-31,
