,ET
2000-10-31,38.15018181818182
2000-11-30,15.421090909090909
2000-12-31,17.900363636363636
2001-01-31,11.208
2001-02-28,20.412363636363636
2001-03-31,41.180727272727275
2001-04-30,44.29890909090909
2001-05-31,71.75163636363635
2001-06-30,64.90036363636364
2001-07-31,73.31418181818182
2001-08-31,53.62472727272727
2001-09-30,40.768727272727276
2001-10-31,21.642909090909093
2001-11-30,20.935636363636362
2001-12-31,6.682545454545455
2002-01-31,8.333818181818184
2002-02-28,25.172727272727272
2002-03-31,52.05927272727273
2002-04-30,27.228727272727273
2002-05-31,60.46509090909091
2002-06-30,78.48181818181818
2002-07-31,73.57272727272726
2002-08-31,57.06218181818181
2002-09-30,37.06327272727273
2002-10-31,17.320363636363638
2002-11-30,26.929090909090913
2002-12-31,8.774545454545454
2003-01-31,13.702545454545456
2003-02-28,22.057818181818185
2003-03-31,43.366181818181815
2003-04-30,40.54472727272727
2003-05-31,84.27345454545454
2003-06-30,78.67054545454545
2003-07-31,79.31636363636363
2003-08-31,76.76981818181818
2003-09-30,48.22727272727272
2003-10-31,19.75490909090909
2003-11-30,10.960363636363637
2003-12-31,6.085454545454546
2004-01-31,7.758909090909091
2004-02-29,14.976727272727272
2004-03-31,38.606545454545454
2004-04-30,47.492
2004-05-31,44.96218181818182
2004-06-30,77.81818181818181
2004-07-31,80.54581818181818
2004-08-31,59.509454545454545
2004-09-30,41.80436363636364
2004-10-31,25.234545454545454
2004-11-30,13.32909090909091
2004-12-31,9.363636363636363
2005-01-31,9.97709090909091
2005-02-28,22.370909090909095
2005-03-31,41.50363636363637
2005-04-30,42.58654545454545
2005-05-31,93.23818181818181
2005-06-30,89.24836363636364
2005-07-31,91.74945454545454
2005-08-31,68.34581818181819
2005-09-30,40.71381818181818
2005-10-31,24.95418181818182
2005-11-30,26.72109090909091
2005-12-31,7.791272727272727
2006-01-31,9.086181818181817
2006-02-28,23.677454545454545
2006-03-31,33.40109090909091
2006-04-30,46.13309090909091
2006-05-31,77.01272727272726
2006-06-30,90.88
2006-07-31,91.17999999999999
2006-08-31,63.10945454545455
2006-09-30,39.236363636363635
2006-10-31,24.721818181818183
2006-11-30,21.026909090909093
2006-12-31,14.025818181818181
2007-01-31,16.63381818181818
2007-02-28,23.135636363636362
2007-03-31,43.50727272727272
2007-04-30,41.28763636363637
2007-05-31,72.55745454545453
2007-06-30,74.3170909090909
2007-07-31,72.57309090909091
2007-08-31,56.67636363636363
2007-09-30,42.076
2007-10-31,32.42218181818182
2007-11-30,30.960727272727276
2007-12-31,9.87309090909091
2008-01-31,11.424727272727273
2008-02-29,23.550545454545453
2008-03-31,37.88545454545455
2008-04-30,36.775999999999996
2008-05-31,40.17018181818182
2008-06-30,93.75563636363636
2008-07-31,79.79745454545454
2008-08-31,63.80909090909091
2008-09-30,42.52181818181818
2008-10-31,34.15272727272727
2008-11-30,18.789818181818184
2008-12-31,11.87709090909091
2009-01-31,12.543272727272727
2009-02-28,24.96618181818182
2009-03-31,38.976727272727274
2009-04-30,42.05563636363637
2009-05-31,78.55490909090909
2009-06-30,104.29672727272727
2009-07-31,86.98363636363636
2009-08-31,64.19418181818182
2009-09-30,46.05709090909091
2009-10-31,36.26472727272727
2009-11-30,24.353454545454547
2009-12-31,7.485454545454545
2010-01-31,9.187636363636363
2010-02-28,20.28218181818182
2010-03-31,40.59818181818182
2010-04-30,47.348727272727274
2010-05-31,70.61090909090908
2010-06-30,99.2770909090909
2010-07-31,89.43018181818182
2010-08-31,70.22581818181818
2010-09-30,48.00290909090909
2010-10-31,35.028
2010-11-30,20.931636363636365
2010-12-31,7.6
2011-01-31,10.084727272727273
2011-02-28,17.682545454545455
2011-03-31,36.03781818181818
2011-04-30,35.76472727272727
2011-05-31,57.10509090909091
2011-06-30,102.80436363636363
2011-07-31,91.91963636363636
2011-08-31,73.95163636363637
2011-09-30,52.115272727272725
2011-10-31,40.476
2011-11-30,22.52690909090909
2011-12-31,17.755636363636363
2012-01-31,22.93018181818182
2012-02-29,27.17927272727273
2012-03-31,44.156363636363636
2012-04-30,79.78654545454545
2012-05-31,50.32545454545455
2012-06-30,75.21454545454546
2012-07-31,73.75527272727273
2012-08-31,68.41672727272727
2012-09-30,43.06436363636364
2012-10-31,34.639272727272726
2012-11-30,16.369090909090907
2012-12-31,9.526181818181819
2013-01-31,9.312363636363637
2013-02-28,26.324727272727273
2013-03-31,50.91854545454545
2013-04-30,50.983999999999995
2013-05-31,76.09490909090908
2013-06-30,86.90799999999999
2013-07-31,86.33672727272727
2013-08-31,63.63636363636363
2013-09-30,45.518181818181816
2013-10-31,27.42690909090909
2013-11-30,23.04
