,ET,P,SWE,wy,sumP,P_adj,D
2000-10-31,41.14205513784461,79.69473293237851,30.8,2001,79.69473293237851,48.89473293237852,0.0
2000-11-30,9.71408521303258,53.7445116114438,10.2,2001,133.43924454382233,43.544511611443795,0.0
2000-12-31,9.637092731829572,55.472777197783124,9.600000000000001,2001,188.91202174160543,45.87277719778312,0.0
2001-01-31,9.97593984962406,91.58339582714355,46.4,2001,280.49541756874896,45.18339582714355,0.0
2001-02-28,19.26115288220551,159.45012522100507,86.0,2001,439.9455427897541,73.45012522100507,0.0
2001-03-31,43.61684210526315,70.0487483112592,-114.0,2001,509.99429110101323,184.0487483112592,0.0
2001-04-30,44.72862155388471,135.71102490508346,-55.2,2001,645.7053160060967,190.91102490508348,0.0
2001-05-31,90.87358395989973,14.21481043798965,-13.8,2001,659.9201264440863,28.014810437989652,62.85877352191008
2001-06-30,90.38135338345863,3.8728577168780305,0.0,2001,663.7929841609644,3.8728577168780305,149.3672691884907
2001-07-31,98.15137844611527,0.0010822942466509906,0.0,2001,663.794066455211,0.0010822942466509906,247.5175653403593
2001-08-31,87.2569423558897,1.8635061925736967,0.0,2001,665.6575726477847,1.8635061925736967,332.9110015036753
2001-09-30,73.12521303258143,16.730903002389347,0.0,2001,682.3884756501741,16.730903002389347,389.3053115338674
2001-10-31,39.76421052631578,30.305907332689088,4.6,2002,30.305907332689088,25.705907332689087,403.36361472749405
2001-11-30,21.57754385964912,200.53659445745984,77.6,2002,230.84250179014893,122.93659445745985,302.00456412968333
2001-12-31,6.105463659147869,279.1889262591811,205.2,2002,510.03142804933,73.98892625918108,234.1211015296501
2002-01-31,7.6984461152882195,133.33383028406155,33.80000000000001,2002,643.3652583333916,99.53383028406154,142.2857173608768
2002-02-28,22.74847117794486,80.02431897094421,-4.800000000000011,2002,723.3895773043358,84.82431897094422,80.20986956787743
2002-03-31,42.349674185463655,167.1274348993848,47.200000000000045,2002,890.5170122037206,119.92743489938476,2.632108853956325
2002-04-30,27.71167919799499,76.5469873480666,-247.8,2002,967.0639995517872,324.3469873480666,0.0
2002-05-31,55.10977443609022,36.140788199598354,-115.8,2002,1003.2047877513855,151.94078819959836,0.0
2002-06-30,85.05363408521302,0.0,0.0,2002,1003.2047877513855,0.0,85.05363408521302
2002-07-31,89.8981453634085,11.550144585588031,0.0,2002,1014.7549323369735,11.550144585588031,163.4016348630335
2002-08-31,79.29824561403507,4.902219461978522,0.0,2002,1019.6571517989521,4.902219461978522,237.79766101509006
2002-09-30,60.33363408521303,0.450226942081924,0.0,2002,1020.107378741034,0.450226942081924,297.68106815822114
2002-10-31,28.87097744360902,3.213942663925247,0.0,2003,3.213942663925247,3.213942663925247,323.3381029379049
2002-11-30,28.719197994987464,189.03145753475198,54.4,2003,192.24540019867723,134.63145753475197,217.42584339814042
2002-12-31,11.779849624060148,312.9841894592132,233.6,2003,505.2295896578904,79.38418945921322,149.82150356298735
2003-01-31,11.882506265664158,115.92641751486761,-16.600000000000023,2003,621.156007172758,132.52641751486763,29.177592313783876
2003-02-28,19.444812030075187,55.31078807612011,54.80000000000001,2003,676.4667952488782,0.5107880761201002,48.11161626773897
2003-03-31,42.11989974937343,101.97229506190577,-83.39999999999998,2003,778.439090310784,185.37229506190573,0.0
2003-04-30,36.16461152882205,262.90456734750035,55.19999999999999,2003,1041.3436576582842,207.70456734750036,0.0
2003-05-31,75.90175438596489,63.09552301611389,-298.0,2003,1104.4391806743981,361.0955230161139,0.0
2003-06-30,80.79197994987467,6.033528664462881,0.0,2003,1110.472709338861,6.033528664462881,74.7584512854118
2003-07-31,92.79077694235588,7.456793063299317,0.0,2003,1117.9295024021603,7.456793063299317,160.09243516446836
2003-08-31,94.1325313283208,59.22278382831677,0.0,2003,1177.152286230477,59.22278382831677,195.00218266447237
2003-09-30,71.94105263157894,18.703840124934093,0.0,2003,1195.856126355411,18.703840124934093,248.23939517111722
2003-10-31,34.5331328320802,2.67148882314154,0.0,2004,2.67148882314154,2.67148882314154,280.10103918005586
2003-11-30,14.668270676691726,89.61686424959328,48.2,2004,92.28835307273482,41.416864249593274,253.35244560715432
2003-12-31,5.32751879699248,319.9689978697056,183.39999999999998,2004,412.25735094244044,136.56899786970564,122.11096653444116
2004-01-31,6.792581453634084,117.77724346436766,52.79999999999998,2004,530.0345944068081,64.97724346436767,63.92630452370757
2004-02-29,16.695939849624057,233.50022971897647,160.40000000000003,2004,763.5348241257846,73.10022971897644,7.522014654355189
2004-03-31,38.88020050125313,41.20607792766314,-224.20000000000002,2004,804.7409020534477,265.40607792766315,0.0
2004-04-30,42.56781954887217,38.177264092271756,-197.6,2004,842.9181661457194,235.77726409227176,0.0
2004-05-31,44.012030075187965,33.90140203347527,-23.0,2004,876.8195681791947,56.90140203347527,0.0
2004-06-30,84.59508771929823,7.3605187135444305,0.0,2004,884.1800868927392,7.3605187135444305,77.2345690057538
2004-07-31,91.80731829573934,1.5863615556845343,0.0,2004,885.7664484484237,1.5863615556845343,167.4555257458086
2004-08-31,76.35949874686716,1.8971795301484942,0.0,2004,887.6636279785722,1.8971795301484942,241.91784496252725
2004-09-30,61.74315789473683,8.286611024281031,0.0,2004,895.9502390028532,8.286611024281031,295.37439183298306
2004-10-31,31.282807017543856,162.5592423056129,81.2,2005,162.5592423056129,81.35924230561291,245.29795654491403
2004-11-30,13.176541353383456,67.14706380944003,30.200000000000003,2005,229.70630611505294,36.947063809440024,221.52743408885746
2004-12-31,10.765914786967418,185.93455132463032,84.19999999999999,2005,415.64085743968326,101.73455132463033,130.55879755119454
2005-01-31,8.610526315789473,292.880001838665,186.79999999999998,2005,708.5208592783483,106.08000183866503,33.08932202831899
2005-02-28,21.145263157894735,102.93670256655115,64.60000000000002,2005,811.4575618448994,38.336702566551125,15.8978826196626
2005-03-31,41.3563909774436,229.15874692388897,76.79999999999995,2005,1040.6163087687883,152.35874692388902,0.0
2005-04-30,42.38516290726817,83.63179301502102,-113.19999999999993,2005,1124.2481017838095,196.83179301502093,0.0
2005-05-31,85.61824561403508,173.2633428026613,-368.20000000000005,2005,1297.5114445864706,541.4633428026614,0.0
2005-06-30,82.7163909774436,69.21052821437617,-42.4,2005,1366.721972800847,111.61052821437616,0.0
2005-07-31,95.76822055137843,0.0,0.0,2005,1366.721972800847,0.0,95.76822055137843
2005-08-31,83.07208020050123,15.569656124733331,0.0,2005,1382.2916289255802,15.569656124733331,163.27064462714634
2005-09-30,59.33032581453633,17.377036796246383,0.0,2005,1399.6686657218265,17.377036796246383,205.2239336454363
2005-10-31,34.08,39.56593242845035,-5.551115123125783e-17,2006,39.56593242845035,39.56593242845035,199.73800121698594
2005-11-30,28.189674185463655,98.1262024192144,39.4,2006,137.69213484766476,58.726202419214395,169.2014729832352
2005-12-31,10.166015037593983,477.2027507981754,209.0,2006,614.8948856458401,268.2027507981754,0.0
2006-01-31,9.31328320802005,330.97654469173744,209.20000000000002,2006,945.8714303375775,121.77654469173743,0.0
2006-02-28,22.44791979949874,145.70047229186554,16.19999999999999,2006,1091.5719026294432,129.50047229186555,0.0
2006-03-31,32.97443609022556,288.13113646852105,194.99999999999994,2006,1379.7030390979642,93.1311364685211,0.0
2006-04-30,42.374536340852124,270.76551084447084,-56.0,2006,1650.468549942435,326.76551084447084,0.0
2006-05-31,63.76160401002505,26.976109830518613,-562.5999999999999,2006,1677.4446597729536,589.5761098305185,0.0
2006-06-30,88.04491228070174,3.504740714432295,-50.2,2006,1680.949400487386,53.7047407144323,34.34017156626944
2006-07-31,100.90807017543858,4.569835440476338,0.0,2006,1685.5192359278622,4.569835440476338,130.6784063012317
2006-08-31,80.93794486215538,0.0,0.0,2006,1685.5192359278622,0.0,211.61635116338707
2006-09-30,57.441002506265654,4.046177063796883,0.0,2006,1689.565412991659,4.046177063796883,265.01117660585584
2006-10-31,33.667769423558894,11.678236768727288,0.0,2007,11.678236768727288,11.678236768727288,287.0007092606875
2006-11-30,21.44100250626566,138.83851916534346,12.0,2007,150.51675593407074,126.83851916534346,181.6031926016097
2006-12-31,10.708571428571428,117.94616054240008,57.0,2007,268.4629164764708,60.94616054240008,131.36560348778104
2007-01-31,14.144160401002505,51.58174600387154,31.599999999999994,2007,320.04466248034237,19.981746003871542,125.528017884912
2007-02-28,20.59248120300752,256.9289391724546,140.8,2007,576.973601652797,116.12893917245458,29.991559915464947
2007-03-31,40.576240601503756,50.05676816526493,-169.2,2007,627.0303698180619,219.25676816526493,0.0
2007-04-30,38.329624060150365,84.66176245634692,-72.2,2007,711.6921322744088,156.86176245634692,0.0
2007-05-31,73.29824561403508,28.63723662607093,0.0,2007,740.3293689004797,28.63723662607093,44.66100898796415
2007-06-30,82.50065162907266,13.107581024455309,0.0,2007,753.436949924935,13.107581024455309,114.0540795925815
2007-07-31,91.28942355889723,0.0,0.0,2007,753.436949924935,0.0,205.34350315147873
2007-08-31,74.67689223057643,3.5256084472015305,0.0,2007,756.9625583721365,3.5256084472015305,276.4947869348536
2007-09-30,57.13203007518796,37.69899035332505,0.4,2007,794.6615487254617,37.29899035332505,296.3278266567165
2007-10-31,37.42315789473684,62.87103163036621,-0.40000000000000036,2008,62.87103163036621,63.27103163036621,270.47995292108715
2007-11-30,33.30125313283207,36.37712719315602,6.106226635438361e-16,2008,99.24815882352223,36.37712719315602,267.4040788607632
2007-12-31,9.797293233082705,125.80368475783197,85.8,2008,225.0518435813542,40.00368475783198,237.19768733601393
2008-01-31,10.709172932330826,297.5592327165484,230.2,2008,522.6110762979026,67.35923271654843,180.54762755179632
2008-02-29,22.384160401002504,180.91799184746873,106.0,2008,703.5290681453714,74.91799184746873,128.0137961053301
2008-03-31,40.36691729323308,46.33061415180006,-68.39999999999998,2008,749.8596822971714,114.73061415180004,53.65009924676315
2008-04-30,31.79989974937343,15.42042164077188,-207.60000000000002,2008,765.2801039379433,223.0204216407719,0.0
2008-05-31,39.627468671679196,41.0423669791281,-145.2,2008,806.3224709170714,186.2423669791281,0.0
2008-06-30,96.84390977443607,0.0,-0.8,2008,806.3224709170714,0.8,96.04390977443607
2008-07-31,94.37192982456139,2.669568602306921,0.0,2008,808.9920395193783,2.669568602306921,187.74627099669055
2008-08-31,82.41062656641603,3.7560499413519577,0.0,2008,812.7480894607303,3.7560499413519577,266.4008476217546
2008-09-30,60.76992481203007,0.8779301984779109,0.0,2008,813.6260196592082,0.8779301984779109,326.2928422353068
2008-10-31,41.23629072681704,48.51433470956702,-5.551115123125783e-17,2009,48.51433470956702,48.51433470956702,319.01479825255683
2008-11-30,21.133233082706766,115.4871035074058,0.8000000000000003,2009,164.00143821697282,114.68710350740581,225.4609278278578
2008-12-31,15.281002506265661,173.01501384934878,125.2,2009,337.01645206632156,47.81501384934877,192.9269164847747
2009-01-31,11.081904761904761,90.0428581713441,28.19999999999999,2009,427.05931023766567,61.842858171344105,142.16596307533536
2009-02-28,21.883107769423557,171.52848701762437,93.60000000000002,2009,598.5877972552901,77.92848701762435,86.12058382713457
2009-03-31,38.997092731829575,201.80457665498116,55.39999999999998,2009,800.3923739102712,146.40457665498118,0.0
2009-04-30,36.35869674185463,42.351316618503176,-178.0,2009,842.7436905287744,220.35131661850318,0.0
2009-05-31,79.03779448621552,135.6821809611713,-125.2,2009,978.4258714899457,260.8821809611713,0.0
2009-06-30,101.22426065162905,31.455994479971334,0.0,2009,1009.881865969917,31.455994479971334,69.76826617165771
2009-07-31,97.58576441102755,1.328389033851704,0.0,2009,1011.2102550037688,1.328389033851704,166.02564154883356
2009-08-31,83.40070175438595,8.66692269888899,0.0,2009,1019.8771777026577,8.66692269888899,240.7594206043305
2009-09-30,62.1710275689223,2.2612518489911237,0.0,2009,1022.1384295516489,2.2612518489911237,300.6691963242617
2009-10-31,36.80761904761904,110.62343517503238,-5.551115123125783e-17,2010,110.62343517503238,110.62343517503238,226.85338019684835
2009-11-30,27.105764411027565,43.191784399703245,18.4,2010,153.81521957473564,24.791784399703246,229.16736020817268
2009-12-31,6.4396992481203,159.93393256361048,105.4,2010,313.7491521383461,54.53393256361048,181.0731268926825
2010-01-31,6.9327318295739335,206.23084736583831,136.59999999999997,2010,519.9799995041844,69.63084736583835,118.37501135641807
2010-02-28,17.5859649122807,120.1113655109358,93.20000000000005,2010,640.0913650151202,26.911365510935752,109.04961075776302
2010-03-31,37.89754385964912,138.97739709107356,10.799999999999955,2010,779.0687621061938,128.1773970910736,18.769757526338537
2010-04-30,40.8214536340852,189.08443144610393,-9.0,2010,968.1531935522977,198.08443144610393,0.0
2010-05-31,60.10847117794485,91.77929932934386,-198.79999999999998,2010,1059.9324928816416,290.5792993293438,0.0
2010-06-30,84.35769423558895,15.509960400493366,-156.6,2010,1075.442453282135,172.10996040049335,0.0
2010-07-31,94.45152882205511,0.0,0.0,2010,1075.442453282135,0.0,94.45152882205511
2010-08-31,85.23047619047618,6.709513804561777,0.0,2010,1082.1519670866967,6.709513804561777,172.9724912079695
2010-09-30,64.72942355889722,1.5514439097663706,0.0,2010,1083.7034109964632,1.5514439097663706,236.15047085710037
2010-10-31,35.859649122807014,228.20256213713756,8.4,2011,228.20256213713756,219.80256213713756,52.20755784276983
2010-11-30,21.619849624060148,202.74092901139483,117.19999999999999,2011,430.9434911485324,85.54092901139484,0.0
2010-12-31,6.573433583959899,368.7745358283977,266.0,2011,799.7180269769301,102.77453582839769,0.0
2011-01-31,9.987368421052631,46.01333428856142,-49.60000000000002,2011,845.7313612654915,95.61333428856145,0.0
2011-02-28,17.17233082706767,190.87528257298644,196.20000000000005,2011,1036.606643838478,190.87528257298644,0.0
2011-03-31,30.95659147869674,393.1435298776983,252.79999999999995,2011,1429.7501737161763,140.34352987769836,0.0
2011-04-30,33.87027568922305,112.70092649769009,-152.60000000000002,2011,1542.4511002138663,265.3009264976901,0.0
2011-05-31,51.821553884711776,87.52083321283581,-282.4,2011,1629.9719334267022,369.92083321283576,0.0
2011-06-30,89.065664160401,73.06733707418465,-356.0,2011,1703.039270500887,429.06733707418465,0.0
