,SWE
1999-10-31,0.0
1999-11-30,0.0
1999-12-31,-1.3877787807814457e-17
2000-01-31,15.6
2000-02-29,56.933330000000005
2000-03-31,-15.133330000000008
2000-04-30,-45.866665999999995
2000-05-31,-11.533334
2000-06-30,-2.7755575615628914e-17
2000-07-31,0.0
2000-08-31,0.0
2000-09-30,0.0
2000-10-31,7.8
2000-11-30,-6.6666666999999995
2000-12-31,-1.1333333
2001-01-31,39.8
2001-02-28,34.866664
2001-03-31,-59.333331
2001-04-30,-7.999999499999996
2001-05-31,-7.3333335
2001-06-30,0.0
2001-07-31,0.0
2001-08-31,0.0
2001-09-30,0.0
2001-10-31,2.2
2001-11-30,29.866666
2001-12-31,19.866668000000004
2002-01-31,0.0
2002-02-28,-25.333334
2002-03-31,-2.2666660000000007
2002-04-30,-24.133334
2002-05-31,-0.2000000000000004
2002-06-30,0.0
2002-07-31,0.0
2002-08-31,0.0
2002-09-30,0.0
2002-10-31,0.0
2002-11-30,0.0
2002-12-31,36.2
2003-01-31,-36.2
2003-02-28,11.933333
2003-03-31,-7.2666664999999995
2003-04-30,5.400000500000001
2003-05-31,-10.066667
2003-06-30,0.0
2003-07-31,0.0
2003-08-31,0.0
2003-09-30,0.0
2003-10-31,0.06666667
2003-11-30,0.46666668999999994
2003-12-31,30.533334640000003
2004-01-31,2.5333320000000015
2004-02-29,43.733336
2004-03-31,-77.20000266
2004-04-30,-0.13333333999999997
2004-05-31,0.0
2004-06-30,0.0
2004-07-31,0.0
2004-08-31,0.0
2004-09-30,0.0
2004-10-31,5.3333335
2004-11-30,-0.06666650000000018
2004-12-31,7.266667
2005-01-31,39.400000000000006
2005-02-28,-5.133334000000005
2005-03-31,11.600000000000001
2005-04-30,-37.8
2005-05-31,-20.6
2005-06-30,0.0
2005-07-31,0.0
2005-08-31,0.0
2005-09-30,0.0
2005-10-31,0.0
2005-11-30,0.0
2005-12-31,5.0666666
2006-01-31,35.866667400000004
2006-02-28,-19.133334
2006-03-31,61.8
2006-04-30,-39.93333199999999
2006-05-31,-43.666668
2006-06-30,0.0
2006-07-31,0.0
2006-08-31,0.0
2006-09-30,0.0
2006-10-31,0.0
2006-11-30,0.0
2006-12-31,23.466667
2007-01-31,-16.6
2007-02-28,14.200001
2007-03-31,-20.666668
2007-04-30,-0.4000000000000002
2007-05-31,0.0
2007-06-30,0.0
2007-07-31,0.0
2007-08-31,0.0
2007-09-30,0.0
2007-10-31,0.0
2007-11-30,0.0
2007-12-31,21.466667
2008-01-31,34.866665
2008-02-29,11.866668000000004
2008-03-31,-34.266666
2008-04-30,-33.933334
2008-05-31,-2.7755575615628914e-17
2008-06-30,0.0
2008-07-31,0.0
2008-08-31,0.0
2008-09-30,0.0
2008-10-31,0.0
2008-11-30,0.6666667
2008-12-31,27.733333299999998
2009-01-31,-25.266666599999997
2009-02-28,17.2666666
2009-03-31,-15.199999999999996
2009-04-30,-5.2
2009-05-31,0.0
2009-06-30,0.0
2009-07-31,0.0
2009-08-31,0.0
2009-09-30,0.0
2009-10-31,1.1102230246251565e-16
2009-11-30,0.4
2009-12-31,20.0
2010-01-31,41.4
2010-02-28,-0.0666659999999979
2010-03-31,-21.866669
2010-04-30,0.40000100000000316
2010-05-31,-36.1999994
2010-06-30,-4.0666666
2010-07-31,0.0
2010-08-31,0.0
2010-09-30,0.0
2010-10-31,0.2
2010-11-30,40.933335
2010-12-31,34.200001
2011-01-31,-20.266670000000005
2011-02-28,54.666664
2011-03-31,-2.933329999999998
2011-04-30,-57.733334
2011-05-31,-45.666666
2011-06-30,-3.4
2011-07-31,0.0
2011-08-31,0.0
2011-09-30,0.0
2011-10-31,0.0
2011-11-30,0.0
2011-12-31,0.0
2012-01-31,14.933333000000001
2012-02-29,-4.399998999999999
2012-03-31,-6.000000700000004
2012-04-30,-4.533333299999999
2012-05-31,0.0
2012-06-30,0.0
2012-07-31,0.0
2012-08-31,0.0
2012-09-30,0.0
2012-10-31,0.0
2012-11-30,-1.3877787807814457e-16
2012-12-31,40.066666
2013-01-31,-28.933332999999998
2013-02-28,-3.7999995
2013-03-31,-7.3333335
2013-04-30,0.0
2013-05-31,0.0
2013-06-30,0.0
2013-07-31,0.0
2013-08-31,0.0
2013-09-30,0.0
2013-10-31,1.5333333
2013-11-30,-1.5333333
