,P
2000-10-31,146.19382591179928
2000-11-30,53.26094977196228
2000-12-31,59.79041926674812
2001-01-31,145.06389329315084
2001-02-28,233.51906714608495
2001-03-31,109.42810243106062
2001-04-30,102.48383950104949
2001-05-31,3.0810669278924143
2001-06-30,19.775522632717244
2001-07-31,2.4379071057071307
2001-08-31,0.0
2001-09-30,18.370114823774248
2001-10-31,63.9189762243988
2001-11-30,264.682520282015
2001-12-31,361.51145264645845
2002-01-31,163.11431315537044
2002-02-28,84.01556089482409
2002-03-31,138.15765945353408
2002-04-30,59.53134645637894
2002-05-31,38.98648599462305
2002-06-30,0.16335505539211215
2002-07-31,1.8683858808272038
2002-08-31,0.0
2002-09-30,0.0
2002-10-31,0.0
2002-11-30,176.66139971550473
2002-12-31,641.9440023219333
2003-01-31,177.52349919123012
2003-02-28,80.94733545830913
2003-03-31,184.87051518758142
2003-04-30,289.41544421716793
2003-05-31,82.45371469301536
2003-06-30,0.4701484046334814
2003-07-31,0.5620503595372967
2003-08-31,21.970530051035244
2003-09-30,3.282771716716018
2003-10-31,1.8954899908291138
2003-11-30,117.76712832687596
2003-12-31,387.19326024156965
2004-01-31,149.5857752590315
2004-02-29,364.45503302229196
2004-03-31,57.50743703064346
2004-04-30,41.212228564505885
2004-05-31,52.81029504647492
2004-06-30,9.523742939621634
2004-07-31,5.25709004254206
2004-08-31,0.29412677093193934
2004-09-30,11.424303912186456
2004-10-31,175.29818407018138
2004-11-30,62.954366435734116
2004-12-31,203.85807264476804
2005-01-31,210.54456570807926
2005-02-28,108.5259778016003
2005-03-31,206.62871172478856
2005-04-30,99.77187284104366
2005-05-31,209.26456878066915
2005-06-30,60.503367234967264
2005-07-31,0.0
2005-08-31,0.0
2005-09-30,14.143062305651236
2005-10-31,32.67947710118396
2005-11-30,190.26780149716862
2005-12-31,586.6813105184137
2006-01-31,276.454300121551
2006-02-28,199.45957020022345
2006-03-31,363.70840130258114
2006-04-30,311.77425575391624
2006-05-31,38.141488599946314
2006-06-30,7.791246401291369
2006-07-31,1.0582945123777219
2006-08-31,1.0106383066571564e-05
2006-09-30,0.0
2006-10-31,7.770929311226448
2006-11-30,134.95819035117515
2006-12-31,208.57057739284875
2007-01-31,18.314986552245234
2007-02-28,309.6588713950299
2007-03-31,42.783007712059856
2007-04-30,80.836557563146
2007-05-31,25.00947918130997
2007-06-30,15.779835435261967
2007-07-31,20.623103614225457
2007-08-31,0.0
2007-09-30,29.491791016835705
2007-10-31,108.32684791781385
2007-11-30,30.64298394909988
2007-12-31,160.51531457765725
2008-01-31,312.7183355263785
2008-02-29,172.5583644474652
2008-03-31,42.869675018432304
2008-04-30,13.754616845584085
2008-05-31,14.69032595377442
2008-06-30,0.2778964517892798
2008-07-31,0.0
2008-08-31,3.515963390362549
2008-09-30,0.2738807571034488
2008-10-31,90.5468223544723
2008-11-30,136.521889481646
2008-12-31,153.8427635903054
2009-01-31,90.33425360943411
2009-02-28,329.7247473006553
2009-03-31,208.7196452424882
2009-04-30,21.791708313488783
2009-05-31,104.43426718204584
2009-06-30,48.42073456040514
2009-07-31,0.2211609977465916
2009-08-31,3.3350744778351493
2009-09-30,7.635018386242662
2009-10-31,121.55475229303886
2009-11-30,69.80878258630743
2009-12-31,149.67449455125964
2010-01-31,368.69299062363643
2010-02-28,163.6489547763311
2010-03-31,149.32503490583278
2010-04-30,205.74063431354284
2010-05-31,84.95060149084591
2010-06-30,8.893605050740515
2010-07-31,2.440428015254174
2010-08-31,4.99338900286255
