,ET
2018-12-31,14.672122018267268
2019-01-31,20.832888179480356
2019-02-28,22.980232331293784
2019-03-31,39.539948567881524
2019-04-30,56.671150128580294
2019-05-31,83.29540125920015
2019-06-30,108.41931719428928
2019-07-31,88.06770595016403
2019-08-31,93.04160326327923
2019-09-30,72.30072537022258
2019-10-31,36.743055777245715
2019-11-30,28.670795424314964
2019-12-31,14.979033430877006
2020-01-31,17.69004522479383
2020-02-29,33.51508379888268
2020-03-31,40.25893411368272
2020-04-30,75.10874878070409
2020-05-31,67.77064112795955
2020-06-30,109.52516449410305
2020-07-31,96.19700274895806
2020-08-31,85.42355591025981
2020-09-30,66.01071206881264
2020-10-31,44.16097188968697
2020-11-30,18.239106145251395
2020-12-31,18.00706570896515
2021-01-31,18.961440099317198
2021-02-28,29.885338299193045
2021-03-31,48.079545978540395
2021-04-30,52.22779107918773
2021-05-31,86.00002128225591
2021-06-30,99.86831249445777
2021-07-31,89.24543052230203
2021-08-31,77.88586326150572
2021-09-30,62.111887913452165
2021-10-31,26.282181431231706
2021-11-30,25.023662321539415
2021-12-31,13.70466613461027
2022-01-31,15.774372616830714
2022-02-28,31.239393455706306
2022-03-31,57.12363217167687
2022-04-30,48.121933138245986
2022-05-31,78.40010641127958
2022-06-30,88.65909727764475
2022-07-31,81.2841074753924
2022-08-31,79.55604504744169
2022-09-30,59.131946439655934
2022-10-31,32.403688924359315
2022-11-30,18.290211935798524
2022-12-31,10.713523100115278
2023-01-31,13.215046554934823
2023-02-28,22.098643256185156
2023-03-31,31.40611155449144
2023-04-30,47.454706038840115
2023-05-31,79.4484632437705
2023-06-30,85.89761106677308
2023-07-31,82.89174780526734
2023-08-31,72.25610357364548
2023-09-30,60.336585971446304
2023-10-31,35.33253879577902
