,ET,P,SWE,wy,sumP,P_adj,D
2000-10-31,27.077939011566773,71.16490707742936,0.0,2001,71.16490707742936,71.16490707742936,0.0
2000-11-30,10.42841640378549,27.713320676479,17.268408300853263,2001,98.87822775390836,10.444912375625737,0.0
2000-12-31,11.04852996845426,25.766048921992418,11.664805646265663,2001,124.64427667590078,14.101243275726755,0.0
2001-01-31,7.2278023133543625,104.72773551217827,100.63478352470241,2001,229.37201218807905,4.092951987475857,3.1348503258785057
2001-02-28,12.98540483701367,168.01605349784154,149.06994627620355,2001,397.3880656859206,18.946107221637988,0.0
2001-03-31,29.883491062039955,91.48762624366199,-0.10060044243135735,2001,488.87569192958256,91.58822668609335,0.0
2001-04-30,36.76872344900106,116.67520586301421,19.869166754450646,2001,605.5508977925967,96.80603910856357,0.0
2001-05-31,43.183587802313355,6.423711209334337,-320.44021910881696,2001,611.9746090019312,326.8639303181513,0.0
2001-06-30,38.80625026288117,0.0,-9.59085642052038,2001,611.9746090019312,9.59085642052038,29.21539384236079
2001-07-31,51.15620609884332,44.45069181567597,0.0,2001,656.4253008176071,44.45069181567597,35.92090812552814
2001-08-31,32.49577287066246,1.798897944218161,0.0,2001,658.2241987618253,1.798897944218161,66.61778305197244
2001-09-30,23.464950578338595,17.93468390680103,0.0,2001,676.1588826686263,17.93468390680103,72.14804972351
2001-10-31,11.916172450052574,43.606195201568475,19.458443063309804,2002,43.606195201568475,24.14775213825867,59.9164700353039
2001-11-30,17.11259726603575,165.64207118644165,101.02454440113769,2002,209.24826638801014,64.61752678530397,12.411540516035686
2001-12-31,5.248412197686646,222.7231705271102,203.3967133677446,2002,431.9714369151203,19.32645715936559,0.0
2002-01-31,5.408773922187171,50.113512561013934,26.984936268829586,2002,482.0849494761343,23.12857629218435,0.0
2002-02-28,16.836147213459512,62.66553409519372,36.25007900558319,2002,544.750483571328,26.415455089610532,0.0
2002-03-31,39.99045215562565,115.78970818049584,47.76445802170002,2002,660.5401917518238,68.02525015879581,0.0
2002-04-30,20.69841430073607,47.95735131338453,-78.14410618350354,2002,708.4975430652083,126.10145749688806,0.0
2002-05-31,35.80896740273396,31.634568434456575,-133.9451174549668,2002,740.1321114996649,165.5796858894234,0.0
2002-06-30,45.20668769716088,2.3379336596391482,-220.24112503950272,2002,742.470045159304,222.57905869914185,0.0
2002-07-31,46.218170347003145,7.680522726781244,-2.548825450331823,2002,750.1505678860854,10.229348177113067,35.98882216989008
2002-08-31,33.491339642481606,6.606978573466692,0.0,2002,756.757546459552,6.606978573466692,62.87318323890499
2002-09-30,19.860635120925338,20.186945413579032,0.5330243337195827,2002,776.944491873131,19.65392107985945,63.07989727997088
2002-10-31,9.034860147213458,9.377535923198177,0.1395765300747921,2003,9.377535923198177,9.237959393123385,62.876798034060954
2002-11-30,19.5916214511041,167.01665395432997,96.39028758032234,2003,176.39418987752813,70.62636637400763,11.842053111157426
2002-12-31,5.963230283911672,269.77065670299453,268.48098598967647,2003,446.16484658052264,1.2896707133180598,16.515612681751037
2003-01-31,9.228912723449,38.657090055912406,1.9844095649427231,2003,484.82193663643505,36.67268049096968,0.0
2003-02-28,14.036349106203996,62.333220138806894,47.493942905298695,2003,547.155156775242,14.839277233508199,0.0
2003-03-31,30.14863512092534,77.84014794037135,-23.974086168756003,2003,624.9953047156133,101.81423410912736,0.0
2003-04-30,30.801219768664563,159.67495061292703,92.23185505109024,2003,784.6702553285403,67.4430955618368,0.0
2003-05-31,60.95555835962144,49.43978258633472,-186.17075740018964,2003,834.1100379148751,235.61053998652437,0.0
2003-06-30,43.00715878023132,3.8500673941100403,-294.35773728010105,2003,837.9601053089851,298.2078046742111,0.0
2003-07-31,50.622746582544686,30.65917227061335,-2.7515011060781625,2003,868.6192775795985,33.41067337669151,17.212073205853173
2003-08-31,55.07352260778128,31.939514380497602,0.0,2003,900.5587919600961,31.939514380497602,40.346081433136845
2003-09-30,28.409085173501577,15.416118112851713,0.0,2003,915.9749100729478,15.416118112851713,53.339048493786706
2003-10-31,9.567570977917981,3.866646177238386,1.6368903402507105,2004,3.866646177238386,2.2297558369876755,60.67686363471701
2003-11-30,5.1588475289169295,85.33316506592287,60.29821974086169,2004,89.19981124316125,25.03494532506118,40.80076583857276
2003-12-31,3.168588853838065,265.89810906645624,227.03939745075314,2004,355.0979203096175,38.8587116157031,5.110643076707724
2004-01-31,3.821930599369085,77.63178034760719,67.99831454756139,2004,432.7297006572247,9.633465800045798,0.0
2004-02-29,8.449480546792849,197.73000746890082,184.25050036869266,2004,630.4597081261255,13.479507100208167,0.0
