,P
2000-10-31,43.09845808910148
2000-11-30,28.02878916958522
2000-12-31,11.689363193084308
2001-01-31,75.91420735585851
2001-02-28,85.8365618444879
2001-03-31,46.688358974029136
2001-04-30,77.66974694632627
2001-05-31,12.17647545647728
2001-06-30,0.0
2001-07-31,10.228910454720124
2001-08-31,11.97741231790038
2001-09-30,9.372439621809887
2001-10-31,15.405721681534978
2001-11-30,100.27894089360943
2001-12-31,152.08108883160648
2002-01-31,36.1700680309347
2002-02-28,28.782628397235957
2002-03-31,74.00978399712943
2002-04-30,27.585744763703623
2002-05-31,18.794022205164616
2002-06-30,0.0
2002-07-31,14.310730835782039
2002-08-31,1.7093721622843379
2002-09-30,5.330560470375779
2002-10-31,10.813094143375688
2002-11-30,101.26536885077644
2002-12-31,184.89079387305563
2003-01-31,30.32425565676839
2003-02-28,34.41099134368212
2003-03-31,43.63920971310193
2003-04-30,98.23089859624615
2003-05-31,23.512609370620794
2003-06-30,3.693721803314483
2003-07-31,11.995013403785602
2003-08-31,21.27977162519378
2003-09-30,9.720304891132988
2003-10-31,0.1872017944874785
2003-11-30,65.09777294894505
2003-12-31,154.58200860130412
2004-01-31,52.43143488794165
2004-02-29,128.98827321005507
2004-03-31,17.71083336133059
2004-04-30,19.260273475818035
2004-05-31,13.825197476442618
2004-06-30,2.003600839007596
2004-07-31,0.23930045735141087
2004-08-31,14.676919381180152
2004-09-30,3.427098644153954
2004-10-31,92.88865617144803
2004-11-30,65.09697757601204
2004-12-31,70.05996367108126
2005-01-31,179.7906637149007
2005-02-28,75.32200259905758
2005-03-31,108.33301239697923
2005-04-30,34.04539885756146
2005-05-31,77.19693537143313
2005-06-30,11.439336182290663
2005-07-31,2.8254483932871453
2005-08-31,5.316444065538757
2005-09-30,15.822600454492953
2005-10-31,10.415018028207959
2005-11-30,31.801654807120695
2005-12-31,225.42733976766135
2006-01-31,180.6232924525513
2006-02-28,62.30068702868817
2006-03-31,137.1678429847341
2006-04-30,102.91210441418292
2006-05-31,15.998264761783618
2006-06-30,0.033470851557137186
2006-07-31,7.5301122237748634
2006-08-31,6.632291652696549
2006-09-30,5.1674126787570565
2006-10-31,27.591793505065645
2006-11-30,34.861545759466196
2006-12-31,50.01623444493042
2007-01-31,30.916111941829392
2007-02-28,111.41644335006919
2007-03-31,29.322574290459464
2007-04-30,26.599130707471357
2007-05-31,7.865542548654325
2007-06-30,2.8078072242138097
2007-07-31,0.0
2007-08-31,11.99016589006501
2007-09-30,27.529161530225267
2007-10-31,24.10557005330586
2007-11-30,15.274223990504519
2007-12-31,51.622053582572086
2008-01-31,184.67938807192405
2008-02-29,122.3978443915534
2008-03-31,13.133713286019226
2008-04-30,3.555161405571907
2008-05-31,42.57077623375863
2008-06-30,0.0
2008-07-31,7.101188289744972
2008-08-31,3.8835022973372797
2008-09-30,0.0
2008-10-31,17.394892132335716
2008-11-30,66.42457424899388
2008-12-31,89.03931249096787
2009-01-31,68.49417825878469
2009-02-28,73.87994805579763
2009-03-31,110.6334485793862
2009-04-30,20.58056092369182
2009-05-31,36.19837134835966
2009-06-30,41.63794533768042
2009-07-31,9.317443804890585
2009-08-31,18.92629192335189
2009-09-30,4.120739859850417
2009-10-31,77.95152655631438
2009-11-30,50.84676136991903
2009-12-31,83.77105363922804
2010-01-31,142.27211005377663
2010-02-28,77.48767363544
2010-03-31,55.186237318098804
2010-04-30,80.26122239459256
2010-05-31,24.069237944256564
2010-06-30,1.0635650415691829
2010-07-31,8.463524499816211
2010-08-31,17.938358764477375
2010-09-30,0.0
2010-10-31,139.58736737854278
2010-11-30,110.7053141230425
2010-12-31,204.71955050481273
2011-01-31,22.205703675479633
2011-02-28,126.99359890377576
2011-03-31,219.2583270564742
2011-04-30,27.509260032209045
2011-05-31,44.77173152632778
2011-06-30,45.622322510176176
2011-07-31,13.76065503962906
2011-08-31,4.4365021466139725
2011-09-30,38.5917862862215
2011-10-31,36.78606192413467
2011-11-30,19.89729126044988
2011-12-31,0.10205380972725395
2012-01-31,92.14251435284123
2012-02-29,26.596820343770254
2012-03-31,89.21927355437
2012-04-30,38.875609530461745
2012-05-31,8.079992486757014
2012-06-30,11.087116848727513
2012-07-31,3.4371659851929532
2012-08-31,26.714368230024256
2012-09-30,2.8589058136191605
2012-10-31,27.492295816874826
2012-11-30,41.118740338381095
2012-12-31,226.79343903545842
2013-01-31,26.91817006508866
2013-02-28,7.737390054181018
2013-03-31,33.85192010648582
2013-04-30,32.962932561010525
2013-05-31,27.404179628654447
2013-06-30,5.645067289805733
2013-07-31,15.630232952100814
2013-08-31,5.523798117188595
2013-09-30,12.470793882293018
2013-10-31,18.97450255492343
2013-11-30,14.426555881585776
2013-12-31,27.933770970913322
2014-01-31,57.696865885781605
2014-02-28,100.25258215660472
2014-03-31,61.80703133211007
2014-04-30,29.227582717690236
2014-05-31,41.75176341651267
2014-06-30,0.0
2014-07-31,23.06214747407511
2014-08-31,27.30598637875955
2014-09-30,31.49113042686018
2014-10-31,9.0447893805568
2014-11-30,23.358601266493178
2014-12-31,62.50303968078887
2015-01-31,7.012336393108282
2015-02-28,83.73754657009792
2015-03-31,24.08097308205917
2015-04-30,41.069974326232085
2015-05-31,76.32233292104952
2015-06-30,31.765017659140277
2015-07-31,51.88722826012581
2015-08-31,6.996246714228472
2015-09-30,5.912735434391038
2015-10-31,52.837125889388965
2015-11-30,91.6219428366075
2015-12-31,149.26343361893043
2016-01-31,120.70335949269109
2016-02-29,49.6129200340921
2016-03-31,88.37756819789185
2016-04-30,65.19340752913814
2016-05-31,51.35492413781684
2016-06-30,0.0
2016-07-31,0.0
2016-08-31,3.8636861146832797
2016-09-30,8.115340675473748
2016-10-31,144.8452881954176
2016-11-30,32.24047072372095
2016-12-31,123.60668045522921
2017-01-31,409.0576578319875
2017-02-28,285.13722085311275
2017-03-31,100.53932456799153
2017-04-30,115.20130424328448
