,SWE
1999-10-31,0.0
1999-11-30,14.5
1999-12-31,30.5
2000-01-31,256.5
2000-02-29,242.5
2000-03-31,-93.0
2000-04-30,-234.0
2000-05-31,-217.0
2000-06-30,0.0
2000-07-31,0.0
2000-08-31,0.0
2000-09-30,0.0
2000-10-31,33.0
2000-11-30,9.0
2000-12-31,31.0
2001-01-31,55.0
2001-02-28,127.0
2001-03-31,-186.0
2001-04-30,-69.0
2001-05-31,0.0
2001-06-30,0.0
2001-07-31,0.0
2001-08-31,0.0
2001-09-30,0.0
2001-10-31,0.0
2001-11-30,74.0
2001-12-31,250.0
2002-01-31,79.0
2002-02-28,-3.0
2002-03-31,99.5
2002-04-30,-323.5
2002-05-31,-176.0
2002-06-30,0.0
2002-07-31,0.0
2002-08-31,0.0
2002-09-30,0.0
2002-10-31,0.0
2002-11-30,36.5
2002-12-31,231.0
2003-01-31,5.0
2003-02-28,25.5
2003-03-31,-64.0
2003-04-30,92.5
2003-05-31,-326.5
2003-06-30,0.0
2003-07-31,0.0
2003-08-31,0.0
2003-09-30,0.0
2003-10-31,4.5
2003-11-30,43.5
2003-12-31,221.5
2004-01-31,105.5
2004-02-29,168.0
2004-03-31,-233.0
2004-04-30,-270.0
2004-05-31,-40.0
2004-06-30,0.0
2004-07-31,0.0
2004-08-31,0.0
2004-09-30,0.0
2004-10-31,76.5
2004-11-30,4.5
2004-12-31,163.5
2005-01-31,224.5
2005-02-28,37.0
2005-03-31,99.0
2005-04-30,-184.0
2005-05-31,-421.0
2005-06-30,0.0
2005-07-31,0.0
2005-08-31,0.0
2005-09-30,0.0
2005-10-31,0.0
2005-11-30,37.5
2005-12-31,150.5
2006-01-31,214.0
2006-02-28,53.0
2006-03-31,223.0
2006-04-30,3.5
2006-05-31,-681.5
2006-06-30,0.0
2006-07-31,0.0
2006-08-31,0.0
2006-09-30,0.0
2006-10-31,0.0
2006-11-30,23.5
2006-12-31,65.0
2007-01-31,20.0
2007-02-28,210.5
2007-03-31,-225.5
2007-04-30,-93.5
2007-05-31,0.0
2007-06-30,0.0
2007-07-31,0.0
2007-08-31,0.0
2007-09-30,0.0
2007-10-31,0.0
2007-11-30,0.0
2007-12-31,108.5
2008-01-31,250.0
2008-02-29,149.5
2008-03-31,-0.5
2008-04-30,-247.5
2008-05-31,-260.0
2008-06-30,0.0
2008-07-31,0.0
2008-08-31,0.0
2008-09-30,0.0
2008-10-31,0.0
2008-11-30,0.0
2008-12-31,136.0
2009-01-31,33.5
2009-02-28,91.0
2009-03-31,104.0
2009-04-30,-265.0
2009-05-31,-99.5
2009-06-30,0.0
2009-07-31,0.0
2009-08-31,0.0
2009-09-30,0.0
